"record_id","doi","interaction_type","is_covalent_binding","experiment_mode_primary","experiment_mode_detail","application_context","comparable_target_class","model_ready","model_ready_blocker","manual_review_priority","q5_protein_evidence_flag","q5_triage_action","standardization_rules_version"
"PHA-bf4d5d1eed-005","10.1007/s00396-015-3822-2","antifouling_low_adsorption","no","surface","static_incubation","antifouling","strong","True","ready","high","True","keep","curated_release_20260707"
"PHA-6836399e1a-001","10.1007/s00396-021-04827-4","entrapment","no","surface","other","protein_immobilization","weak","False","not_strong_or_medium_comparable","high","True","not_applicable","curated_release_20260707"
"PHA-6836399e1a-002","10.1007/s00396-021-04827-4","entrapment","no","surface","other","protein_immobilization","weak","False","not_strong_or_medium_comparable","high","True","not_applicable","curated_release_20260707"
"PHA-6836399e1a-003","10.1007/s00396-021-04827-4","entrapment","no","surface","other","protein_immobilization","weak","False","not_strong_or_medium_comparable","medium","True","not_applicable","curated_release_20260707"
"PHA-6836399e1a-004","10.1007/s00396-021-04827-4","entrapment","no","surface","other","protein_immobilization","weak","False","not_strong_or_medium_comparable","high","True","not_applicable","curated_release_20260707"
"PHA-6836399e1a-005","10.1007/s00396-021-04827-4","entrapment","no","surface","other","protein_immobilization","weak","False","not_strong_or_medium_comparable","high","True","not_applicable","curated_release_20260707"
"PHA-6836399e1a-006","10.1007/s00396-021-04827-4","entrapment","no","surface","other","protein_immobilization","not_comparable","False","not_strong_or_medium_comparable;missing_or_unnormalizable_unit;low_source_quality","medium","True","not_applicable","curated_release_20260707"
"PHA-831dea2622-001","10.1007/s00604-004-0223-5","unknown","unclear","microarray","fluorescence_surface_quantification","screening_library","not_comparable","False","missing_key_experiment_condition;not_strong_or_medium_comparable;missing_or_unnormalizable_unit;low_source_quality","low","True","not_applicable","curated_release_20260707"
"PHA-1757239fa6-001","10.1007/s00604-023-05845-5","selective_adsorption","no","surface","batch_adsorption_equilibrium","mechanism_study","medium","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-1757239fa6-002","10.1007/s00604-023-05845-5","selective_adsorption","no","surface","batch_adsorption_equilibrium","biointerface_adsorption","weak","False","not_strong_or_medium_comparable","medium","True","not_applicable","curated_release_20260707"
"PHA-1757239fa6-003","10.1007/s00604-023-05845-5","selective_adsorption","no","surface","batch_adsorption_kinetics","mechanism_study","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-1757239fa6-004","10.1007/s00604-023-05845-5","selective_adsorption","no","surface","batch_adsorption_kinetics","mechanism_study","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-1757239fa6-005","10.1007/s00604-023-05845-5","selective_adsorption","no","surface","other","biointerface_adsorption","medium","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-1757239fa6-006","10.1007/s00604-023-05845-5","selective_adsorption","no","surface","other","biointerface_adsorption","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-1757239fa6-007","10.1007/s00604-023-05845-5","selective_adsorption","no","surface","other","biointerface_adsorption","medium","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-1757239fa6-008","10.1007/s00604-023-05845-5","selective_adsorption","no","surface","other","biointerface_adsorption","medium","False","missing_or_unnormalizable_unit","high","True","not_applicable","curated_release_20260707"
"PHA-1757239fa6-009","10.1007/s00604-023-05845-5","selective_adsorption","no","surface","other","biointerface_adsorption","not_comparable","False","not_strong_or_medium_comparable","medium","True","not_applicable","curated_release_20260707"
"PHA-1757239fa6-010","10.1007/s00604-023-05845-5","selective_adsorption","no","surface","static_incubation","biointerface_adsorption","medium","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-1757239fa6-011","10.1007/s00604-023-05845-5","selective_adsorption","no","surface","batch_adsorption_equilibrium","biointerface_adsorption","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-1757239fa6-012","10.1007/s00604-023-05845-5","selective_adsorption","no","surface","batch_adsorption_equilibrium","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-1757239fa6-013","10.1007/s00604-023-05845-5","selective_adsorption","no","surface","batch_adsorption_equilibrium","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-1757239fa6-014","10.1007/s00604-023-05845-5","selective_adsorption","no","surface","batch_adsorption_equilibrium","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-1757239fa6-015","10.1007/s00604-023-05845-5","selective_adsorption","no","surface","batch_adsorption_equilibrium","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-8a2efe367e-001","10.1007/s10118-010-9082-1","physical_adsorption","no","surface","other","biointerface_adsorption","not_comparable","False","missing_key_experiment_condition;not_strong_or_medium_comparable;missing_or_unnormalizable_unit;low_source_quality","medium","True","not_applicable","curated_release_20260707"
"PHA-8a2efe367e-002","10.1007/s10118-010-9082-1","physical_adsorption","no","surface","other","biointerface_adsorption","not_comparable","False","missing_key_experiment_condition;not_strong_or_medium_comparable;missing_or_unnormalizable_unit;low_source_quality","medium","True","not_applicable","curated_release_20260707"
"PHA-310dc2a580-001","10.1007/s10118-015-1694-z","physical_adsorption","no","QCM_SPR","QCM_D","biointerface_adsorption","not_comparable","False","not_strong_or_medium_comparable;missing_or_unnormalizable_unit;low_source_quality","medium","True","not_applicable","curated_release_20260707"
"PHA-310dc2a580-002","10.1007/s10118-015-1694-z","physical_adsorption","no","QCM_SPR","QCM_D","biointerface_adsorption","not_comparable","False","not_strong_or_medium_comparable;missing_or_unnormalizable_unit;low_source_quality","medium","True","not_applicable","curated_release_20260707"
"PHA-310dc2a580-003","10.1007/s10118-015-1694-z","physical_adsorption","no","QCM_SPR","QCM_D","biointerface_adsorption","not_comparable","False","not_strong_or_medium_comparable;missing_or_unnormalizable_unit;low_source_quality","medium","True","not_applicable","curated_release_20260707"
"PHA-310dc2a580-004","10.1007/s10118-015-1694-z","physical_adsorption","no","QCM_SPR","QCM_D","biointerface_adsorption","not_comparable","False","not_strong_or_medium_comparable;missing_or_unnormalizable_unit;low_source_quality","medium","True","not_applicable","curated_release_20260707"
"PHA-a9c79f8c70-001","10.1007/s10118-017-1948-z","entrapment","no","batch","batch_adsorption_kinetics","protein_immobilization","not_comparable","False","not_strong_or_medium_comparable","medium","True","not_applicable","curated_release_20260707"
"PHA-a9c79f8c70-002","10.1007/s10118-017-1948-z","entrapment","no","immobilization","protein_immobilization_activity","protein_immobilization","not_comparable","False","missing_key_experiment_condition;not_strong_or_medium_comparable;low_source_quality","medium","True","not_applicable","curated_release_20260707"
"PHA-28bea31b49-001","10.1007/s10337-017-3419-7","affinity_binding","no","surface","other","biointerface_adsorption","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-28bea31b49-002","10.1007/s10337-017-3419-7","affinity_binding","no","surface","batch_adsorption_kinetics","mechanism_study","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-28bea31b49-003","10.1007/s10337-017-3419-7","affinity_binding","no","other","other","biointerface_adsorption","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-46ce6cbbbe-001","10.1007/s10529-020-02829-w","physical_adsorption","no","immobilization","other","protein_immobilization","medium","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-46ce6cbbbe-002","10.1007/s10529-020-02829-w","physical_adsorption","no","immobilization","other","protein_immobilization","medium","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-46ce6cbbbe-003","10.1007/s10529-020-02829-w","physical_adsorption","no","immobilization","other","protein_immobilization","medium","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-46ce6cbbbe-004","10.1007/s10529-020-02829-w","physical_adsorption","no","immobilization","other","protein_immobilization","medium","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-b76f8a2018-001","10.1007/s10570-020-02974-5","physical_adsorption","no","surface","batch_adsorption_equilibrium","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-b76f8a2018-002","10.1007/s10570-020-02974-5","antifouling_low_adsorption","no","batch","surface_fouling_assay","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-b76f8a2018-003","10.1007/s10570-020-02974-5","physical_adsorption","no","surface","batch_adsorption_equilibrium","purification","weak","False","not_strong_or_medium_comparable","medium","True","not_applicable","curated_release_20260707"
"PHA-b76f8a2018-004","10.1007/s10570-020-02974-5","physical_adsorption","no","batch","batch_adsorption_equilibrium","purification","weak","False","not_strong_or_medium_comparable","medium","True","not_applicable","curated_release_20260707"
"PHA-b76f8a2018-005","10.1007/s10570-020-02974-5","physical_adsorption","no","surface","batch_adsorption_equilibrium","purification","not_comparable","False","not_strong_or_medium_comparable;missing_or_unnormalizable_unit;low_source_quality","medium","True","not_applicable","curated_release_20260707"
"PHA-b76f8a2018-006","10.1007/s10570-020-02974-5","physical_adsorption","no","surface","batch_adsorption_equilibrium","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-b76f8a2018-007","10.1007/s10570-020-02974-5","physical_adsorption","no","surface","batch_adsorption_equilibrium","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-b76f8a2018-008","10.1007/s10570-020-02974-5","physical_adsorption","no","surface","batch_adsorption_equilibrium","purification","not_comparable","False","not_strong_or_medium_comparable;missing_or_unnormalizable_unit;low_source_quality","medium","True","not_applicable","curated_release_20260707"
"PHA-b76f8a2018-009","10.1007/s10570-020-02974-5","physical_adsorption","no","surface","batch_adsorption_equilibrium","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-b76f8a2018-010","10.1007/s10570-020-02974-5","antifouling_low_adsorption","no","batch","surface_fouling_assay","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-b76f8a2018-011","10.1007/s10570-020-02974-5","physical_adsorption","no","immobilization","other","protein_immobilization","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-b76f8a2018-012","10.1007/s10570-020-02974-5","physical_adsorption","no","immobilization","other","protein_immobilization","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-b76f8a2018-013","10.1007/s10570-020-02974-5","physical_adsorption","no","immobilization","other","protein_immobilization","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-b76f8a2018-014","10.1007/s10570-020-02974-5","physical_adsorption","no","immobilization","other","protein_immobilization","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-b76f8a2018-015","10.1007/s10570-020-02974-5","physical_adsorption","no","immobilization","other","protein_immobilization","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-b76f8a2018-016","10.1007/s10570-020-02974-5","physical_adsorption","no","immobilization","other","protein_immobilization","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-e13c26209c-001","10.1007/s10570-021-03727-8","entrapment","no","immobilization","other","protein_immobilization","medium","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-e13c26209c-002","10.1007/s10570-021-03727-8","entrapment","no","immobilization","protein_immobilization_activity","protein_immobilization","weak","False","not_strong_or_medium_comparable","high","False","not_applicable","curated_release_20260707"
"PHA-e13c26209c-003","10.1007/s10570-021-03727-8","entrapment","no","immobilization","protein_immobilization_activity","protein_immobilization","medium","True","ready","high","False","not_applicable","curated_release_20260707"
"PHA-e13c26209c-004","10.1007/s10570-021-03727-8","entrapment","no","immobilization","other","protein_immobilization","weak","False","not_strong_or_medium_comparable","high","False","not_applicable","curated_release_20260707"
"PHA-98922d5b57-001","10.1007/s10856-011-4422-4","entrapment","no","batch","batch_adsorption_equilibrium","protein_immobilization","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-98922d5b57-002","10.1007/s10856-011-4422-4","entrapment","no","batch","batch_adsorption_equilibrium","protein_immobilization","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-98922d5b57-003","10.1007/s10856-011-4422-4","entrapment","no","batch","batch_adsorption_equilibrium","protein_immobilization","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-98922d5b57-004","10.1007/s10856-011-4422-4","entrapment","no","batch","batch_adsorption_equilibrium","protein_immobilization","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-98922d5b57-005","10.1007/s10856-011-4422-4","entrapment","no","batch","batch_adsorption_equilibrium","protein_immobilization","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-98922d5b57-006","10.1007/s10856-011-4422-4","entrapment","no","batch","batch_adsorption_equilibrium","protein_immobilization","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-98922d5b57-007","10.1007/s10856-011-4422-4","entrapment","no","batch","batch_adsorption_equilibrium","protein_immobilization","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-98922d5b57-008","10.1007/s10856-011-4422-4","entrapment","no","batch","batch_adsorption_equilibrium","protein_immobilization","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-8d99238633-001","10.1007/s10856-011-4452-y","antifouling_low_adsorption","no","biofouling","surface_fouling_assay","antifouling","strong","True","ready","high","True","keep","curated_release_20260707"
"PHA-8d99238633-002","10.1007/s10856-011-4452-y","antifouling_low_adsorption","no","biofouling","surface_fouling_assay","antifouling","strong","True","ready","high","True","keep","curated_release_20260707"
"PHA-8d99238633-003","10.1007/s10856-011-4452-y","antifouling_low_adsorption","no","biofouling","surface_fouling_assay","antifouling","strong","True","ready","high","True","keep","curated_release_20260707"
"PHA-9f9945d9f7-001","10.1007/s10856-013-4984-4","nonspecific_adsorption","no","hemocompatibility","fluorescence_surface_quantification","hemocompatibility","not_comparable","False","not_strong_or_medium_comparable;missing_or_unnormalizable_unit;low_source_quality","medium","True","not_applicable","curated_release_20260707"
"PHA-9f9945d9f7-002","10.1007/s10856-013-4984-4","covalent_immobilization","yes","hemocompatibility","static_incubation","protein_immobilization","not_comparable","False","not_strong_or_medium_comparable","high","True","not_applicable","curated_release_20260707"
"PHA-50360151ab-r1","10.1007/s10895-014-1450-8","protein_fouling","no","biofouling","fluorescence_surface_quantification","antifouling","not_comparable","False","not_strong_or_medium_comparable;missing_or_unnormalizable_unit;low_source_quality","medium","True","keep","curated_release_20260707"
"PHA-50360151ab-r2","10.1007/s10895-014-1450-8","protein_fouling","no","biofouling","fluorescence_surface_quantification","antifouling","not_comparable","False","not_strong_or_medium_comparable;missing_or_unnormalizable_unit;low_source_quality","medium","True","keep","curated_release_20260707"
"PHA-50360151ab-r3","10.1007/s10895-014-1450-8","protein_fouling","no","biofouling","fluorescence_surface_quantification","antifouling","not_comparable","False","not_strong_or_medium_comparable;missing_or_unnormalizable_unit;low_source_quality","medium","True","keep","curated_release_20260707"
"PHA-50360151ab-r4","10.1007/s10895-014-1450-8","protein_fouling","no","biofouling","fluorescence_surface_quantification","antifouling","not_comparable","False","not_strong_or_medium_comparable;missing_or_unnormalizable_unit;low_source_quality","medium","True","keep","curated_release_20260707"
"PHA-50360151ab-r5","10.1007/s10895-014-1450-8","protein_fouling","no","biofouling","fluorescence_surface_quantification","purification","weak","False","not_strong_or_medium_comparable","medium","True","not_applicable","curated_release_20260707"
"PHA-50360151ab-r6","10.1007/s10895-014-1450-8","protein_fouling","no","biofouling","fluorescence_surface_quantification","purification","weak","False","not_strong_or_medium_comparable","medium","True","not_applicable","curated_release_20260707"
"PHA-50360151ab-r7","10.1007/s10895-014-1450-8","protein_fouling","no","biofouling","fluorescence_surface_quantification","purification","weak","False","not_strong_or_medium_comparable","medium","True","not_applicable","curated_release_20260707"
"PHA-50360151ab-r8","10.1007/s10895-014-1450-8","protein_fouling","no","biofouling","fluorescence_surface_quantification","purification","weak","False","not_strong_or_medium_comparable","medium","True","not_applicable","curated_release_20260707"
"PHA-77d832f4c2-001","10.1007/s10924-022-02417-1","covalent_immobilization","yes","column","batch_adsorption_isotherm","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-77d832f4c2-002","10.1007/s10924-022-02417-1","covalent_immobilization","yes","column","batch_adsorption_isotherm","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-77d832f4c2-003","10.1007/s10924-022-02417-1","covalent_immobilization","yes","column","batch_adsorption_isotherm","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-77d832f4c2-004","10.1007/s10924-022-02417-1","covalent_immobilization","yes","column","batch_adsorption_isotherm","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-77d832f4c2-005","10.1007/s10924-022-02417-1","covalent_immobilization","yes","column","batch_adsorption_isotherm","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-77d832f4c2-006","10.1007/s10924-022-02417-1","covalent_immobilization","yes","column","batch_adsorption_isotherm","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-77d832f4c2-007","10.1007/s10924-022-02417-1","covalent_immobilization","yes","column","batch_adsorption_isotherm","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-6460df13aa-001","10.1007/s10924-025-03610-8","covalent_immobilization","yes","column","other","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-6460df13aa-002","10.1007/s10924-025-03610-8","covalent_immobilization","yes","column","other","purification","medium","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-6460df13aa-003","10.1007/s10924-025-03610-8","covalent_immobilization","yes","column","other","purification","medium","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-6460df13aa-004","10.1007/s10924-025-03610-8","covalent_immobilization","yes","column","other","purification","medium","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-6460df13aa-005","10.1007/s10924-025-03610-8","covalent_immobilization","yes","column","other","purification","weak","False","not_strong_or_medium_comparable","medium","True","not_applicable","curated_release_20260707"
"PHA-f12c9454ea-001","10.1007/s10965-006-9076-4","physical_adsorption","no","batch","batch_adsorption_equilibrium","biointerface_adsorption","not_comparable","False","not_strong_or_medium_comparable;missing_or_unnormalizable_unit;low_source_quality","medium","True","not_applicable","curated_release_20260707"
"PHA-f12c9454ea-002","10.1007/s10965-006-9076-4","physical_adsorption","no","batch","batch_adsorption_equilibrium","biointerface_adsorption","not_comparable","False","not_strong_or_medium_comparable;missing_or_unnormalizable_unit;low_source_quality","medium","True","not_applicable","curated_release_20260707"
"PHA-f12c9454ea-003","10.1007/s10965-006-9076-4","physical_adsorption","no","batch","batch_adsorption_equilibrium","biointerface_adsorption","not_comparable","False","not_strong_or_medium_comparable;missing_or_unnormalizable_unit;low_source_quality","medium","True","not_applicable","curated_release_20260707"
"PHA-c57910f7fd-001","10.1007/s10965-017-1256-x","covalent_immobilization","yes","surface","batch_adsorption_kinetics","protein_immobilization","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-c57910f7fd-002","10.1007/s10965-017-1256-x","covalent_immobilization","yes","surface","batch_adsorption_isotherm","protein_immobilization","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-c57910f7fd-003","10.1007/s10965-017-1256-x","covalent_immobilization","yes","hemocompatibility","other","protein_immobilization","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-c57910f7fd-004","10.1007/s10965-017-1256-x","covalent_immobilization","yes","hemocompatibility","other","protein_immobilization","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-c57910f7fd-005","10.1007/s10965-017-1256-x","covalent_immobilization","yes","hemocompatibility","other","protein_immobilization","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-c57910f7fd-006","10.1007/s10965-017-1256-x","covalent_immobilization","yes","surface","other","protein_immobilization","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-c57910f7fd-007","10.1007/s10965-017-1256-x","covalent_immobilization","yes","surface","other","purification","medium","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-c57910f7fd-008","10.1007/s10965-017-1256-x","covalent_immobilization","yes","surface","other","purification","medium","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-c57910f7fd-009","10.1007/s10965-017-1256-x","covalent_immobilization","yes","surface","other","purification","medium","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-c57910f7fd-010","10.1007/s10965-017-1256-x","covalent_immobilization","yes","surface","other","purification","medium","False","low_source_quality","high","True","not_applicable","curated_release_20260707"
"PHA-879197b233-001","10.1007/s10965-018-1677-1","affinity_binding","no","surface","fluorescence_surface_quantification","biointerface_adsorption","not_comparable","False","not_strong_or_medium_comparable","medium","True","not_applicable","curated_release_20260707"
"PHA-879197b233-002","10.1007/s10965-018-1677-1","affinity_binding","no","surface","fluorescence_surface_quantification","biointerface_adsorption","not_comparable","False","not_strong_or_medium_comparable","medium","True","not_applicable","curated_release_20260707"
"PHA-57266d6cb8-001","10.1007/s10965-021-02859-6","entrapment","no","immobilization","other","protein_immobilization","medium","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-57266d6cb8-002","10.1007/s10965-021-02859-6","entrapment","no","immobilization","other","protein_immobilization","medium","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-57266d6cb8-003","10.1007/s10965-021-02859-6","entrapment","no","immobilization","other","protein_immobilization","medium","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-57266d6cb8-004","10.1007/s10965-021-02859-6","entrapment","no","immobilization","other","protein_immobilization","medium","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-669b5b44ae-001","10.1007/s11090-023-10319-w","physical_adsorption","no","hemocompatibility","other","hemocompatibility","not_comparable","False","missing_key_experiment_condition;not_strong_or_medium_comparable;low_source_quality","medium","True","not_applicable","curated_release_20260707"
"PHA-669b5b44ae-002","10.1007/s11090-023-10319-w","physical_adsorption","no","hemocompatibility","other","hemocompatibility","not_comparable","False","missing_key_experiment_condition;not_strong_or_medium_comparable","high","True","not_applicable","curated_release_20260707"
"PHA-669b5b44ae-003","10.1007/s11090-023-10319-w","antifouling_low_adsorption","no","hemocompatibility","other","antifouling","not_comparable","False","missing_key_experiment_condition;not_strong_or_medium_comparable","high","True","keep","curated_release_20260707"
"PHA-669b5b44ae-004","10.1007/s11090-023-10319-w","physical_adsorption","no","hemocompatibility","other","hemocompatibility","not_comparable","False","missing_key_experiment_condition;not_strong_or_medium_comparable;low_source_quality","medium","True","not_applicable","curated_release_20260707"
"PHA-669b5b44ae-005","10.1007/s11090-023-10319-w","physical_adsorption","no","hemocompatibility","other","hemocompatibility","not_comparable","False","missing_key_experiment_condition;not_strong_or_medium_comparable;low_source_quality","medium","True","not_applicable","curated_release_20260707"
"PHA-669b5b44ae-006","10.1007/s11090-023-10319-w","antifouling_low_adsorption","no","hemocompatibility","other","antifouling","not_comparable","False","missing_key_experiment_condition;not_strong_or_medium_comparable;low_source_quality","medium","True","keep","curated_release_20260707"
"PHA-669b5b44ae-007","10.1007/s11090-023-10319-w","affinity_binding","no","hemocompatibility","other","hemocompatibility","not_comparable","False","missing_key_experiment_condition;not_strong_or_medium_comparable;low_source_quality","medium","True","not_applicable","curated_release_20260707"
"PHA-669b5b44ae-008","10.1007/s11090-023-10319-w","affinity_binding","no","hemocompatibility","other","hemocompatibility","not_comparable","False","missing_key_experiment_condition;not_strong_or_medium_comparable;low_source_quality","medium","True","not_applicable","curated_release_20260707"
"PHA-669b5b44ae-009","10.1007/s11090-023-10319-w","covalent_immobilization","yes","hemocompatibility","other","protein_immobilization","not_comparable","False","not_strong_or_medium_comparable","high","True","not_applicable","curated_release_20260707"
"PHA-669b5b44ae-010","10.1007/s11090-023-10319-w","covalent_immobilization","yes","hemocompatibility","other","protein_immobilization","not_comparable","False","not_strong_or_medium_comparable","high","True","not_applicable","curated_release_20260707"
"PHA-669b5b44ae-011","10.1007/s11090-023-10319-w","unknown","unclear","hemocompatibility","other","hemocompatibility","not_comparable","False","not_strong_or_medium_comparable;low_source_quality","medium","True","not_applicable","curated_release_20260707"
"PHA-669b5b44ae-012","10.1007/s11090-023-10319-w","unknown","unclear","hemocompatibility","other","hemocompatibility","not_comparable","False","not_strong_or_medium_comparable;low_source_quality","medium","True","not_applicable","curated_release_20260707"
"PHA-669b5b44ae-013","10.1007/s11090-023-10319-w","nonspecific_adsorption","no","hemocompatibility","other","hemocompatibility","not_comparable","False","not_strong_or_medium_comparable;low_source_quality","medium","True","not_applicable","curated_release_20260707"
"PHA-669b5b44ae-014","10.1007/s11090-023-10319-w","nonspecific_adsorption","no","hemocompatibility","other","hemocompatibility","not_comparable","False","not_strong_or_medium_comparable;low_source_quality","medium","True","not_applicable","curated_release_20260707"
"PHA-669b5b44ae-015","10.1007/s11090-023-10319-w","nonspecific_adsorption","no","immobilization","other","protein_immobilization","not_comparable","False","not_strong_or_medium_comparable;low_source_quality","medium","True","not_applicable","curated_release_20260707"
"PHA-d0e38fabf9-001","10.1007/s11095-005-9395-x","entrapment","no","immobilization","other","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-d0e38fabf9-002","10.1007/s11095-005-9395-x","entrapment","no","immobilization","other","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-d0e38fabf9-003","10.1007/s11095-005-9395-x","entrapment","no","immobilization","other","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-d0e38fabf9-004","10.1007/s11095-005-9395-x","entrapment","no","immobilization","other","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-d0e38fabf9-005","10.1007/s11095-005-9395-x","entrapment","no","immobilization","other","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-d0e38fabf9-006","10.1007/s11095-005-9395-x","entrapment","no","immobilization","other","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-d0e38fabf9-007","10.1007/s11095-005-9395-x","entrapment","no","immobilization","other","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-d0e38fabf9-008","10.1007/s11095-005-9395-x","entrapment","no","immobilization","other","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-d0e38fabf9-009","10.1007/s11095-005-9395-x","entrapment","no","immobilization","other","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-d0e38fabf9-010","10.1007/s11095-005-9395-x","entrapment","no","immobilization","other","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-d0e38fabf9-011","10.1007/s11095-005-9395-x","entrapment","no","immobilization","other","protein_immobilization","not_comparable","False","not_strong_or_medium_comparable;missing_or_unnormalizable_unit;low_source_quality","medium","True","not_applicable","curated_release_20260707"
"PHA-d0e38fabf9-012","10.1007/s11095-005-9395-x","entrapment","no","immobilization","other","protein_immobilization","not_comparable","False","not_strong_or_medium_comparable;missing_or_unnormalizable_unit;low_source_quality","medium","True","not_applicable","curated_release_20260707"
"PHA-d0e38fabf9-013","10.1007/s11095-005-9395-x","entrapment","no","immobilization","other","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-d0e38fabf9-014","10.1007/s11095-005-9395-x","entrapment","no","immobilization","batch_adsorption_equilibrium","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-fe27dcf962-001","10.1007/s11095-015-1834-8","unknown","unclear","batch","static_incubation","other","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-fe27dcf962-002","10.1007/s11095-015-1834-8","entrapment","no","batch","static_incubation","protein_immobilization","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-fe27dcf962-003","10.1007/s11095-015-1834-8","unknown","unclear","batch","static_incubation","other","not_comparable","False","not_strong_or_medium_comparable;low_source_quality","medium","True","not_applicable","curated_release_20260707"
"PHA-fe27dcf962-004","10.1007/s11095-015-1834-8","unknown","unclear","batch","static_incubation","other","not_comparable","False","not_strong_or_medium_comparable;low_source_quality","medium","True","not_applicable","curated_release_20260707"
"PHA-fe27dcf962-005","10.1007/s11095-015-1834-8","entrapment","no","batch","static_incubation","protein_immobilization","not_comparable","False","not_strong_or_medium_comparable;low_source_quality","medium","True","not_applicable","curated_release_20260707"
