material_mention_id,doi,name,role,query,value_origin,source_database,match_status,qa_status,qa_note,pubchem_cid,molecular_formula,molecular_weight,canonical_smiles,isomeric_smiles,inchikey,iupac_name
12566,10.1016/j.ab.2005.01.042,polyvinyl alcohol,blocking buffer additive and assay/storage additive,polyvinyl alcohol,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
12567,10.1016/j.ab.2005.01.042,polyvinyl pyrrolidone,assay buffer additive,polyvinylpyrrolidone,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
12568,10.1016/j.ab.2005.01.042,Tween 20,wash buffer surfactant,Tween 20,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
12569,10.1016/j.ab.2005.01.042,glycerol,storage additive,glycerol,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
12570,10.1016/j.ab.2005.01.042,Cy3 succinimide ester,fluorescent labeling reagent,Cy3 NHS ester,external_descriptor,PubChem,skipped,skipped,,,,,,,,
12571,10.1016/j.ab.2005.01.042,N-hydroxysuccinimidobiotin,biotinylation reagent,N-hydroxysuccinimidobiotin,external_descriptor,PubChem,skipped,skipped,,,,,,,,
12572,10.1016/j.ab.2005.01.042,dimethyl sulfoxide,solvent for Cy3 labeling,dimethyl sulfoxide,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
12573,10.1016/j.ab.2005.01.042,DMF,solvent for biotin reagent,dimethylformamide,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
12574,10.1016/j.ab.2005.01.042,sinapinic acid,MALDI matrix,sinapinic acid,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
12575,10.1016/j.ab.2005.01.042,sodium periodate,HRP oxidation reagent,sodium periodate,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
12576,10.1016/j.ab.2005.01.042,sodium borohydride,reduction reagent in antibody-HRP conjugation,sodium borohydride,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
12577,10.1016/j.ab.2005.01.042,Sephadex G-25,desalting/chromatography matrix,Sephadex G-25,external_descriptor,PubChem,skipped,skipped,,,,,,,,
12578,10.1016/j.ab.2005.01.042,protein A-Sepharose,antibody purification matrix,protein A Sepharose,external_descriptor,PubChem,skipped,skipped,,,,,,,,
12579,10.1016/j.ab.2005.01.042,protein G-Sepharose,antibody purification matrix,protein G Sepharose,external_descriptor,PubChem,skipped,skipped,,,,,,,,
12580,10.1016/j.ab.2005.01.042,bovine serum albumin,buffer additive tested,bovine serum albumin,external_descriptor,PubChem,skipped,skipped,,,,,,,,
12581,10.1016/j.ab.2005.01.042,avidin,affinity ligand and developing reagent,avidin,external_descriptor,PubChem,skipped,skipped,,,,,,,,
12582,10.1016/j.ab.2005.01.042,horseradish peroxidase,enzyme label,horseradish peroxidase,external_descriptor,PubChem,skipped,skipped,,,,,,,,
11162,10.1016/j.ab.2005.09.009,methacrylamide,gel-forming monomer,methacrylamide,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11163,10.1016/j.ab.2005.09.009,"N,N'-methylenebisacrylamide",crosslinker,"N,N'-methylenebisacrylamide",external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11164,10.1016/j.ab.2005.09.009,glycerol,microchip gel solution component,glycerol,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11165,10.1016/j.ab.2005.09.009,Temed,pH adjustment/polymerization reagent,TEMED tetramethylethylenediamine,external_descriptor,PubChem,skipped,skipped,,,,,,,,
11166,10.1016/j.ab.2005.09.009,lactose,immobilized glycan ligand,lactose,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11167,10.1016/j.ab.2005.09.009,disaccharide B,immobilized glycan ligand,disaccharide B OCH2CH2CH2NH2 glycoside,external_descriptor,PubChem,skipped,skipped,,,,,,,,
11168,10.1016/j.ab.2005.09.009,alpha-mannose,immobilized glycan ligand,alpha-D-mannose,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11169,10.1016/j.ab.2005.09.009,Atri,blood group A trisaccharide ligand,GalNAc alpha1-3 Fuc alpha1-2 Gal blood group A trisaccharide,external_descriptor,PubChem,skipped,skipped,,,,,,,,
11170,10.1016/j.ab.2005.09.009,Btri,blood group B trisaccharide ligand/control glycan,Gal alpha1-3 Fuc alpha1-2 Gal blood group B trisaccharide,external_descriptor,PubChem,skipped,skipped,,,,,,,,
11171,10.1016/j.ab.2005.09.009,Atri-PAA,PAA glycoconjugate ligand comparator,blood group A trisaccharide polyacrylamide glycoconjugate,external_descriptor,PubChem,skipped,skipped,,,,,,,,
11172,10.1016/j.ab.2005.09.009,Btri-PAA,PAA glycoconjugate ligand/control,blood group B trisaccharide polyacrylamide glycoconjugate,external_descriptor,PubChem,skipped,skipped,,,,,,,,
11173,10.1016/j.ab.2005.09.009,polyvinyl alcohol,blocking buffer component,polyvinyl alcohol,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11174,10.1016/j.ab.2005.09.009,polyvinyl pyrrolidone,sample dilution buffer component,polyvinylpyrrolidone,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11175,10.1016/j.ab.2005.09.009,Tween 20,wash buffer surfactant,Tween 20 polysorbate 20,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11176,10.1016/j.ab.2005.09.009,bovine serum albumin,ELISA blocking reagent,bovine serum albumin,external_descriptor,PubChem,skipped,skipped,,,,,,,,
11177,10.1016/j.ab.2005.09.009,Cy3,fluorescent label,Cy3 dye,external_descriptor,PubChem,skipped,skipped,,,,,,,,
11178,10.1016/j.ab.2005.09.009,Cy5,fluorescent label,Cy5 dye,external_descriptor,PubChem,skipped,skipped,,,,,,,,
9329,10.1016/j.ab.2006.03.050,acrylamide,monomer,acrylamide,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
9330,10.1016/j.ab.2006.03.050,"N,N'-methylene-bis(acrylamide)",crosslinker,"N,N'-methylenebisacrylamide",external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
9331,10.1016/j.ab.2006.03.050,allylglycidyl ether,epoxy-functional monomer,allyl glycidyl ether,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
9332,10.1016/j.ab.2006.03.050,Protein A,affinity ligand,Protein A,external_descriptor,PubChem,skipped,skipped,,,,,,,,
9333,10.1016/j.ab.2006.03.050,phenol,phenyl ligand precursor,phenol,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
9334,10.1016/j.ab.2006.03.050,ammonium persulfate,polymerization initiator,ammonium persulfate,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
9335,10.1016/j.ab.2006.03.050,"N,N,N',N'-tetramethylethylenediamine",polymerization accelerator,"N,N,N',N'-tetramethylethylenediamine",external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
9336,10.1016/j.ab.2006.03.050,bovine serum albumin,blocking agent,bovine serum albumin,external_descriptor,PubChem,skipped,skipped,,,,,,,,
9337,10.1016/j.ab.2006.03.050,Tween 20,washing buffer additive,Tween 20,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
9338,10.1016/j.ab.2006.03.050,o-phenylenediamine dihydrochloride,HRP substrate,o-phenylenediamine dihydrochloride,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
9339,10.1016/j.ab.2006.03.050,p-nitrophenyl phosphate,alkaline phosphatase substrate,p-nitrophenyl phosphate,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
9340,10.1016/j.ab.2006.03.050,Alexa Fluor 488,fluorescent antibody label,Alexa Fluor 488,external_descriptor,PubChem,skipped,skipped,,,,,,,,
3586,10.1016/j.ab.2017.02.003,2-hydroxyethyl methacrylate,monomer/polymer backbone precursor,2-hydroxyethyl methacrylate,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
3587,10.1016/j.ab.2017.02.003,N-methacryloyl-L-histidine methyl ester,pseudobioaffinity ligand monomer,N-methacryloyl-L-histidine methyl ester,external_descriptor,PubChem,skipped,skipped,,,,,,,,
3588,10.1016/j.ab.2017.02.003,"N,N'-methylenebisacrylamide",crosslinker,"N,N'-methylenebisacrylamide",external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
3589,10.1016/j.ab.2017.02.003,ammonium persulfate,initiator,ammonium persulfate,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
3590,10.1016/j.ab.2017.02.003,"N,N,N',N'-tetramethylenediamine",activator,"N,N,N',N'-tetramethylenediamine",external_descriptor,PubChem,skipped,skipped,,,,,,,,
3591,10.1016/j.ab.2017.02.003,sodium chloride,ionic strength modifier and elution salt,sodium chloride,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
3592,10.1016/j.ab.2017.02.003,acetate buffer,binding and elution buffer,acetate,external_descriptor,PubChem,skipped,skipped,,,,,,,,
3593,10.1016/j.ab.2017.02.003,phosphate buffer,binding buffer,phosphate,external_descriptor,PubChem,skipped,skipped,,,,,,,,
3594,10.1016/j.ab.2017.02.003,Tris-HCl,binding buffer,Tris hydrochloride,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
3595,10.1016/j.ab.2017.02.003,carbonate buffer,binding buffer,carbonate,external_descriptor,PubChem,skipped,skipped,,,,,,,,
3596,10.1016/j.ab.2017.02.003,L-histidine methylester,MAH synthesis precursor,L-histidine methyl ester,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
3597,10.1016/j.ab.2017.02.003,methacryloyl chloride,MAH synthesis reagent,methacryloyl chloride,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
3598,10.1016/j.ab.2017.02.003,triethylamine,MAH synthesis reagent,triethylamine,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
3599,10.1016/j.ab.2017.02.003,hydroquinone,MAH synthesis reagent/inhibitor,hydroquinone,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
10989,10.1016/j.aca.2007.04.019,polyether polyurethane hydrogel,main hydrogel adsorbent surface,polyether polyurethane,external_descriptor,PubChem,skipped,skipped,,,,,,,,
10990,10.1016/j.aca.2007.04.019,ethanol,PU coating solvent,ethanol,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
10991,10.1016/j.aca.2007.04.019,water,PU coating solvent,water,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
10992,10.1016/j.aca.2007.04.019,mercaptoethanesulfonic acid,surface modifier and blocking reagent,mercaptoethanesulfonic acid,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
10993,10.1016/j.aca.2007.04.019,cysteaminhydrochloride,surface modifier and blocking reagent,cysteamine hydrochloride,external_descriptor,PubChem,skipped,skipped,,,,,,,,
10994,10.1016/j.aca.2007.04.019,polystyrenesulfonic acid,functional or charged reagent for PU modification,polystyrenesulfonic acid,external_descriptor,PubChem,skipped,skipped,,,,,,,,
10995,10.1016/j.aca.2007.04.019,dextran sulfate,functional or charged reagent for PU modification,dextran sulfate,external_descriptor,PubChem,skipped,skipped,,,,,,,,
10996,10.1016/j.aca.2007.04.019,chitosan,functional or charged reagent for PU modification,chitosan,external_descriptor,PubChem,skipped,skipped,,,,,,,,
10997,10.1016/j.aca.2007.04.019,monochlortriazinyl-beta-cyclodextrin,bifunctional crosslinker,monochlorotriazinyl beta cyclodextrin,external_descriptor,PubChem,skipped,skipped,,,,,,,,
10998,10.1016/j.aca.2007.04.019,Tween-20,blocking reagent and buffer additive,Tween 20,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
10999,10.1016/j.aca.2007.04.019,Tween-80,blocking reagent,Tween 80,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11000,10.1016/j.aca.2007.04.019,CHAPS,Nexterion buffer additive,CHAPS,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11001,10.1016/j.aca.2007.04.019,BSA,Nexterion buffer additive and tested print additive,bovine serum albumin,external_descriptor,PubChem,skipped,skipped,,,,,,,,
11002,10.1016/j.aca.2007.04.019,ASB14,zwitterionic print buffer additive,amidosulfobetaine 14 ASB-14,external_descriptor,PubChem,skipped,skipped,,,,,,,,
11003,10.1016/j.aca.2007.04.019,SB3-10,zwitterionic print buffer additive,3-(decyldimethylammonio)propanesulfonate,external_descriptor,PubChem,skipped,skipped,,,,,,,,
11004,10.1016/j.aca.2007.04.019,sodium deoxycholate,anionic print buffer additive,sodium deoxycholate,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11005,10.1016/j.aca.2007.04.019,CTAB,cationic print buffer additive,hexadecyltrimethylammonium bromide,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11006,10.1016/j.aca.2007.04.019,sodium sulfate,kosmotropic print buffer additive,sodium sulfate,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11007,10.1016/j.aca.2007.04.019,betaine,print buffer additive,betaine,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11008,10.1016/j.aca.2007.04.019,trehalose,print buffer additive,trehalose,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11009,10.1016/j.aca.2007.04.019,glycerol,print buffer additive,glycerol,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11010,10.1016/j.aca.2007.04.019,phosphate buffered saline,"print buffer, wash buffer, blocking buffer",phosphate buffered saline,external_descriptor,PubChem,skipped,skipped,,,,,,,,
11011,10.1016/j.aca.2007.04.019,Sörensen sodium phosphate buffer,print buffer for pH scan,sodium phosphate buffer,external_descriptor,PubChem,skipped,skipped,,,,,,,,
11012,10.1016/j.aca.2007.04.019,Nexterion Slide H,commercial comparator hydrogel slide,Nexterion Slide H hydrogel,external_descriptor,PubChem,skipped,skipped,,,,,,,,
11013,10.1016/j.aca.2007.04.019,aminosilane glass slide,support substrate,aminosilane,external_descriptor,PubChem,skipped,skipped,,,,,,,,
11014,10.1016/j.aca.2007.04.019,isothiocyanate modified slide,support substrate,isothiocyanate silane glass slide,external_descriptor,PubChem,skipped,skipped,,,,,,,,
12070,10.1016/j.aca.2008.04.060,dextran hydrogel,surface coating/passivation matrix,dextran,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
12071,10.1016/j.aca.2008.04.060,carboxyl-modified dextran,hydrogel precursor,carboxymethyl dextran,external_descriptor,PubChem,skipped,skipped,,,,,,,,
12072,10.1016/j.aca.2008.04.060,amino-modified dextran,hydrogel precursor,amino dextran,external_descriptor,PubChem,skipped,skipped,,,,,,,,
12073,10.1016/j.aca.2008.04.060,fused silica,capillary substrate,silicon dioxide,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
12074,10.1016/j.aca.2008.04.060,APTES,silanization reagent,3-aminopropyltriethoxysilane,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
12075,10.1016/j.aca.2008.04.060,EDC,coupling reagent,N-(3-dimethylaminopropyl)-N'-ethylcarbodiimide,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
12076,10.1016/j.aca.2008.04.060,NHS,coupling reagent,N-hydroxysuccinimide,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
12077,10.1016/j.aca.2008.04.060,CDI,activation reagent,"1,1'-carbonyldiimidazole",external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
12078,10.1016/j.aca.2008.04.060,pepsin,immobilized enzyme ligand,pepsin,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
12079,10.1016/j.aca.2008.04.060,glycin,digestion buffer and quenching reagent,glycine,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
12080,10.1016/j.aca.2008.04.060,trifluoroacetic acid,mobile phase acid,trifluoroacetic acid,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
12081,10.1016/j.aca.2008.04.060,acetonitrile,mobile phase organic modifier,acetonitrile,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
1041,10.1016/j.aca.2008.07.010,N-tert-butylacrylamide,monomer,N-tert-butylacrylamide,external_descriptor,PubChem,matched,usable,,7877.0,C7H13NO,127.18,CC(C)(C)NC(=O)C=C,CC(C)(C)NC(=O)C=C,XFHJDMUEHUHAJW-UHFFFAOYSA-N,N-tert-butylprop-2-enamide
1042,10.1016/j.aca.2008.07.010,acrylamide,monomer,acrylamide,external_descriptor,PubChem,matched,usable,,6579.0,C3H5NO,71.08,C=CC(=O)N,C=CC(=O)N,HRPVXLWXLXDGHG-UHFFFAOYSA-N,prop-2-enamide
1043,10.1016/j.aca.2008.07.010,itaconic acid,functional monomer,itaconic acid,external_descriptor,PubChem,matched,usable,,811.0,C5H6O4,130.1,C=C(CC(=O)O)C(=O)O,C=C(CC(=O)O)C(=O)O,LVHBHZANLOWSRM-UHFFFAOYSA-N,2-methylidenebutanedioic acid
1044,10.1016/j.aca.2008.07.010,"N,N-methylenebis(acrylamide)",crosslinker,"N,N'-methylenebisacrylamide",external_descriptor,PubChem,matched,usable,,8041.0,C7H10N2O2,154.17,C=CC(=O)NCNC(=O)C=C,C=CC(=O)NCNC(=O)C=C,ZIUHHBKFKCYYJD-UHFFFAOYSA-N,N-[(prop-2-enoylamino)methyl]prop-2-enamide
1045,10.1016/j.aca.2008.07.010,ammonium persulfate,initiator,ammonium persulfate,external_descriptor,PubChem,matched,usable,,62648.0,H8N2O8S2,228.21,[NH4+].[NH4+].[O-]S(=O)(=O)OOS(=O)(=O)[O-],[NH4+].[NH4+].[O-]S(=O)(=O)OOS(=O)(=O)[O-],ROOXNKNUYICQNP-UHFFFAOYSA-N,diazanium;sulfonatooxy sulfate
1046,10.1016/j.aca.2008.07.010,"N,N,N',N'-tetramethylethylenediamine",accelerator,"N,N,N',N'-tetramethylethylenediamine",external_descriptor,PubChem,matched,usable,,8037.0,C6H16N2,116.2,CN(C)CCN(C)C,CN(C)CCN(C)C,KWYHDKDOAIKMQN-UHFFFAOYSA-N,"N,N,N',N'-tetramethylethane-1,2-diamine"
1047,10.1016/j.aca.2008.07.010,glacial acetic acid,Britton-Robinson buffer component,acetic acid,external_descriptor,PubChem,matched,usable,,176.0,C2H4O2,60.05,CC(=O)O,CC(=O)O,QTBSBXVTEAMEQO-UHFFFAOYSA-N,acetic acid
1048,10.1016/j.aca.2008.07.010,phosphoric acid,Britton-Robinson buffer component,phosphoric acid,external_descriptor,PubChem,matched,usable,,1004.0,H3O4P,97.995,OP(=O)(O)O,OP(=O)(O)O,NBIIXXVUZAFLBC-UHFFFAOYSA-N,phosphoric acid
1049,10.1016/j.aca.2008.07.010,boric acid,Britton-Robinson buffer component,boric acid,external_descriptor,PubChem,matched,usable,,7628.0,BH3O3,61.84,B(O)(O)O,B(O)(O)O,KGBXLFKZBHKPEV-UHFFFAOYSA-N,boric acid
1050,10.1016/j.aca.2008.07.010,sodium hydroxide,pH adjustment reagent,sodium hydroxide,external_descriptor,PubChem,matched,usable,,14798.0,HNaO,39.997,[OH-].[Na+],[OH-].[Na+],HEMHJVSKTPXQMS-UHFFFAOYSA-M,sodium hydroxide
1051,10.1016/j.aca.2008.07.010,hydrochloric acid,pH adjustment reagent,hydrochloric acid,external_descriptor,PubChem,matched,usable,,313.0,ClH,36.46,Cl,Cl,VEXZGXHMUGYJMC-UHFFFAOYSA-N,chlorane
9439,10.1016/j.aca.2012.02.020,N-isopropylacrylamide,thermosensitive monomer,N-isopropylacrylamide,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
9440,10.1016/j.aca.2012.02.020,2-acrylamido-2-methyl-propanosulfonic acid,complexing/functional monomer,2-acrylamido-2-methylpropanesulfonic acid,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
9441,10.1016/j.aca.2012.02.020,acrylamide,functional monomer,acrylamide,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
9442,10.1016/j.aca.2012.02.020,2-hydroxyethyl methacrylate,alternative functional monomer,2-hydroxyethyl methacrylate,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
9443,10.1016/j.aca.2012.02.020,"N,N-methylenebisacrylamide",crosslinker,"N,N'-methylenebisacrylamide",external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
9444,10.1016/j.aca.2012.02.020,ammonium persulfate,initiator,ammonium persulfate,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
9445,10.1016/j.aca.2012.02.020,"N,N,N′,N′-tetramethylenediamine",accelerator,"N,N,N',N'-tetramethylethylenediamine",external_descriptor,PubChem,skipped,skipped,,,,,,,,
9446,10.1016/j.aca.2012.02.020,Tris-HCl,buffer,Tris hydrochloride,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
9447,10.1016/j.aca.2012.02.020,sodium chloride,wash/elution salt,sodium chloride,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
9448,10.1016/j.aca.2012.02.020,EDTA,washing reagent,EDTA,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
13581,10.1016/j.aca.2013.04.013,poly(methyl methacrylate),substrate,poly(methyl methacrylate),external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
13582,10.1016/j.aca.2013.04.013,dimethylacrylamide,hydrogel backbone monomer,"N,N-dimethylacrylamide",external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
13583,10.1016/j.aca.2013.04.013,methacryloyloxybenzophenone,photoreactive crosslinking/attachment comonomer,methacryloyloxybenzophenone,external_descriptor,PubChem,skipped,skipped,,,,,,,,
13584,10.1016/j.aca.2013.04.013,methacrylic acid glycidylester,epoxide comonomer,glycidyl methacrylate,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
13585,10.1016/j.aca.2013.04.013,vinylphosphonic acid,hydrophilic charged comonomer,vinylphosphonic acid,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
13586,10.1016/j.aca.2013.04.013,AIBN,free radical polymerization initiator,azobisisobutyronitrile,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
13587,10.1016/j.aca.2013.04.013,dimethylformamide,polymerization solvent,"N,N-dimethylformamide",external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
13588,10.1016/j.aca.2013.04.013,Tween 20,assay buffer additive,Polysorbate 20,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
13589,10.1016/j.aca.2013.04.013,Dy647,fluorescent protein label,Dy647 NHS ester,external_descriptor,PubChem,skipped,skipped,,,,,,,,
13590,10.1016/j.aca.2013.04.013,sodium phosphate buffer,printing and assay buffer,sodium phosphate buffer,external_descriptor,PubChem,skipped,skipped,,,,,,,,
13655,10.1016/j.aca.2013.11.052,acrylamide,monomer/polymer backbone precursor,acrylamide,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
13656,10.1016/j.aca.2013.11.052,N-hydroxymethylacrylamide,monomer/polymer backbone precursor,N-hydroxymethylacrylamide,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
13657,10.1016/j.aca.2013.11.052,N-isopropylacrylamide,monomer/polymer backbone precursor,N-isopropylacrylamide,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
13658,10.1016/j.aca.2013.11.052,Tris buffer,conditioning and protein loading buffer,tris(hydroxymethyl)aminomethane,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
13659,10.1016/j.aca.2013.11.052,PBS buffer,"preparation, conditioning, or loading buffer",phosphate buffered saline,external_descriptor,PubChem,skipped,skipped,,,,,,,,
13660,10.1016/j.aca.2013.11.052,succinate buffer,conditioning and loading buffer,succinic acid,external_descriptor,PubChem,skipped,skipped,,,,,,,,
13661,10.1016/j.aca.2013.11.052,SDS,protein elution reagent,sodium dodecyl sulfate,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
13662,10.1016/j.aca.2013.11.052,AcOH,protein elution reagent,acetic acid,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11385,10.1016/j.aca.2021.338319,biotin,affinity ligand,biotin,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11386,10.1016/j.aca.2021.338319,streptavidin,protein crosslinking scaffold,streptavidin,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11387,10.1016/j.aca.2021.338319,TAMRA,fluorescent dye label,carboxytetramethylrhodamine,external_descriptor,PubChem,skipped,skipped,,,,,,,,
11388,10.1016/j.aca.2021.338319,NaCl,buffer salt,sodium chloride,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11389,10.1016/j.aca.2021.338319,ATP,small-molecule analyte,adenosine triphosphate,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11390,10.1016/j.aca.2021.338319,GTP,ATP analogue comparator,guanosine triphosphate,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11391,10.1016/j.aca.2021.338319,CTP,ATP analogue comparator,cytidine triphosphate,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11392,10.1016/j.aca.2021.338319,UTP,ATP analogue comparator,uridine triphosphate,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11393,10.1016/j.aca.2021.338319,ochratoxin A,selectivity comparator,ochratoxin A,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11394,10.1016/j.aca.2021.338319,aflatoxin B1,selectivity comparator,aflatoxin B1,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
8590,10.1016/j.aca.2025.344847,polypeptide hydrogel,antifouling hydrogel coating,polypeptide hydrogel,external_descriptor,PubChem,skipped,skipped,,,,,,,,
8591,10.1016/j.aca.2025.344847,ZnO nanoparticles,filler_or_composite; antibacterial photocatalyst,zinc oxide,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
8592,10.1016/j.aca.2025.344847,valinomycin,potassium ionophore,valinomycin,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
8593,10.1016/j.aca.2025.344847,PVC,ion-selective membrane polymer,polyvinyl chloride,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
8594,10.1016/j.aca.2025.344847,NaTFPB,ion-selective membrane additive,"sodium tetrakis[3,5-bis(trifluoromethyl)phenyl]borate",external_descriptor,PubChem,skipped,skipped,,,,,,,,
8595,10.1016/j.aca.2025.344847,DOS,plasticizer,dioctyl sebacate,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
8596,10.1016/j.aca.2025.344847,THF,solvent,tetrahydrofuran,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
8597,10.1016/j.aca.2025.344847,polyaniline,solid-contact conductive polymer layer,polyaniline,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
10781,10.1016/j.actbio.2009.12.031,methacrylic acid,monomer,methacrylic acid,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
10782,10.1016/j.actbio.2009.12.031,4-nitrophenyl methacrylate,monomer,4-nitrophenyl methacrylate,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
10783,10.1016/j.actbio.2009.12.031,"N,N'-methylene bis-acrylamide",crosslinker,"N,N'-methylene bisacrylamide",external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
10784,10.1016/j.actbio.2009.12.031,"N,N'-azobis(isobutyronitrile)",initiator,azobisisobutyronitrile,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
10785,10.1016/j.actbio.2009.12.031,sodium hydroxide,hydrolysis reagent and pH adjustment reagent,sodium hydroxide,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
10786,10.1016/j.actbio.2009.12.031,hydrochloric acid,pH adjustment reagent,hydrochloric acid,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
10787,10.1016/j.actbio.2009.12.031,borate buffer,buffer,borate buffer,external_descriptor,PubChem,skipped,skipped,,,,,,,,
10788,10.1016/j.actbio.2009.12.031,OTF1 oligothiophene fluorophore,fluorescent label,oligothiophene fluorophore OTF1,external_descriptor,PubChem,skipped,skipped,,,,,,,,
10789,10.1016/j.actbio.2009.12.031,OTF2 oligothiophene fluorophore,fluorescent label,oligothiophene fluorophore OTF2,external_descriptor,PubChem,skipped,skipped,,,,,,,,
10790,10.1016/j.actbio.2009.12.031,methanol,polymerization solvent,methanol,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
