doi,title,publisher,status,records_count,material_mentions_count,protein_mentions_count,special_fields_count,source_json,curation_decision,curation_reason,error_message
10.1007/s00216-017-0237-6,An optimized procedure for on-tissue localized protein digestion and quantification using hydrogel discs and isobaric mass tags: analysis of cardiac myxoma,Springer,partial,0,8,3,4,local_article_corpus/Springer/10.1007_s00216-017-0237-6/10.1007_s00216-017-0237-6.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1007/s00216-017-0242-9,Immobilized metal affinity cryogel-based high-throughput platform for screening bioprocess and chromatographic parameters of His6-GTPase,Springer,success,16,20,3,5,local_article_corpus/Springer/10.1007_s00216-017-0242-9/10.1007_s00216-017-0242-9.json,include_records,Article yielded one or more extracted records.,
10.1007/s00216-023-04834-0,Microgel-based etalon immunoassay for IgG detection,Springer,success,7,14,8,7,local_article_corpus/Springer/10.1007_s00216-023-04834-0/10.1007_s00216-023-04834-0.json,include_records,Article yielded one or more extracted records.,
10.1007/s00216-025-06215-1,Biosensor of Vibrio parahaemolyticus based on DNA hydrogel-encapsulated invertase and blood glucose meter,Springer,partial,0,10,2,3,local_article_corpus/Springer/10.1007_s00216-025-06215-1/10.1007_s00216-025-06215-1.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1007/s00253-012-3999-y,Immobilization of glucoamylase onto polyaniline-grafted magnetic hydrogel via adsorption and adsorption/cross-linking,Springer,success,7,14,4,6,local_article_corpus/Springer/10.1007_s00253-012-3999-y/10.1007_s00253-012-3999-y.json,include_records,Article yielded one or more extracted records.,
10.1007/s00289-015-1476-3,"Swelling, thermal and mechanical properties of NIPAM-based terpolymeric hydrogel",Springer,success,3,7,1,4,local_article_corpus/Springer/10.1007_s00289-015-1476-3/10.1007_s00289-015-1476-3.json,include_records,Article yielded one or more extracted records.,
10.1007/s00289-018-2480-1,Magnetic PVA/laponite RD hydrogel nanocomposites for adsorption of model protein BSA,Springer,success,8,12,1,5,local_article_corpus/Springer/10.1007_s00289-018-2480-1/10.1007_s00289-018-2480-1.json,include_records,Article yielded one or more extracted records.,
10.1007/s00289-019-02959-w,Assessment of a new dual effective combo polymer structure for separation of lysozyme from hen egg white,Springer,success,9,14,2,5,local_article_corpus/Springer/10.1007_s00289-019-02959-w/10.1007_s00289-019-02959-w.json,include_records,Article yielded one or more extracted records.,
10.1007/s00289-020-03121-7,Soybean protein isolate-based microgels bounding amino acid metal complexes for scavenging superoxide anion radicals,Springer,partial,0,7,2,3,local_article_corpus/Springer/10.1007_s00289-020-03121-7/10.1007_s00289-020-03121-7.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1007/s00289-020-03387-x,Design and application of a newly generated bio/synthetic cryogel column for DNA capturing,Springer,partial,0,8,1,3,local_article_corpus/Springer/10.1007_s00289-020-03387-x/10.1007_s00289-020-03387-x.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1007/s00289-020-03392-0,Pumice particle interface: a case study for immunoglobulin G purification,Springer,success,4,9,3,9,local_article_corpus/Springer/10.1007_s00289-020-03392-0/10.1007_s00289-020-03392-0.json,include_records,Article yielded one or more extracted records.,
10.1007/s00289-021-03568-2,Monolithic hydrophobic cryogel columns for protein separation,Springer,success,2,11,1,5,local_article_corpus/Springer/10.1007_s00289-021-03568-2/10.1007_s00289-021-03568-2.json,include_records,Article yielded one or more extracted records.,
10.1007/s00289-023-05009-8,Preparation and characterization of stable biopolymer-based nanogel for studying its application in immobilization of Candida rugosa lipase,Springer,success,6,11,1,4,local_article_corpus/Springer/10.1007_s00289-023-05009-8/10.1007_s00289-023-05009-8.json,include_records,Article yielded one or more extracted records.,
10.1007/s00396-005-1357-7,A novel sol-gel strategy to prepare temperature-sensitive hydrogel for encapsulation of protein,Springer,success,4,13,1,7,local_article_corpus/Springer/10.1007_s00396-005-1357-7/10.1007_s00396-005-1357-7.json,include_records,Article yielded one or more extracted records.,
10.1007/s00396-013-2985-y,Temperature-sensitive membranes prepared from blends of poly(vinylidene fluoride) and poly(N-isopropylacrylamides) microgels,Springer,success,5,6,1,3,local_article_corpus/Springer/10.1007_s00396-013-2985-y/10.1007_s00396-013-2985-y.json,include_records,Article yielded one or more extracted records.,
10.1007/s00396-015-3819-x,"Thermo- and salt-responsive poly(NIPAm-co-AAc-Brij-58) microgels: adjustable size, stability under salt stimulus, and rapid protein adsorption/desorption",Springer,success,3,8,1,3,local_article_corpus/Springer/10.1007_s00396-015-3819-x/10.1007_s00396-015-3819-x.json,include_records,Article yielded one or more extracted records.,
10.1007/s00396-015-3822-2,Reduction-responsive zwitterionic nanogels based on carboxymethyl chitosan for enhancing cellular uptake in drug release,Springer,success,5,11,2,4,local_article_corpus/Springer/10.1007_s00396-015-3822-2/10.1007_s00396-015-3822-2.json,include_records,Article yielded one or more extracted records.,
10.1007/s00396-021-04827-4,Effect of BSA loading on the properties of P (NIPAM-co-AAc) microgel,Springer,success,6,8,1,3,local_article_corpus/Springer/10.1007_s00396-021-04827-4/10.1007_s00396-021-04827-4.json,include_records,Article yielded one or more extracted records.,
10.1007/s00425-023-04152-w,Macroalgal-derived alginate/wastepaper hydrogel to alleviate sunflower drought stress,Springer,partial,0,11,3,3,local_article_corpus/Springer/10.1007_s00425-023-04152-w/10.1007_s00425-023-04152-w.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1007/s00604-004-0223-5,"Protein Microarrays on Carboxymethylated Dextran Hydrogels: Immobilization, Characterization and Application",Springer,success,1,5,4,2,local_article_corpus/Springer/10.1007_s00604-004-0223-5/10.1007_s00604-004-0223-5.json,include_records,Article yielded one or more extracted records.,
10.1007/s00604-023-05845-5,Determination of ovalbumin sensing response of protein-imprinted bilayered hydrogel strips via measurement of mechanically driven bending angles based on swelling-induced deformation,Springer,success,15,13,5,6,local_article_corpus/Springer/10.1007_s00604-023-05845-5/10.1007_s00604-023-05845-5.json,include_records,Article yielded one or more extracted records.,
10.1007/s10118-010-9082-1,Enhancing hydrophilicity and protein resistance of silicone hydrogels by plasma induced grafting with hydrophilic polymers,Springer,success,2,5,1,4,local_article_corpus/Springer/10.1007_s10118-010-9082-1/10.1007_s10118-010-9082-1.json,include_records,Article yielded one or more extracted records.,
10.1007/s10118-015-1694-z,"Thermo-sensitive poly(DEGMMA-co-MEA) microgels: Synthesis, characterization and interfacial interaction with adsorbed protein layer",Springer,success,4,4,3,3,local_article_corpus/Springer/10.1007_s10118-015-1694-z/10.1007_s10118-015-1694-z.json,include_records,Article yielded one or more extracted records.,
10.1007/s10118-017-1948-z,Affinity switching for lysozyme and dual-responsive microgels by stopped-flow technique: Kinetic control and activity evaluation,Springer,success,2,3,1,3,local_article_corpus/Springer/10.1007_s10118-017-1948-z/10.1007_s10118-017-1948-z.json,include_records,Article yielded one or more extracted records.,
10.1007/s10337-017-3419-7,Isolation of Aspartic Acid Using Novel Poly(2-hydroxyethyl methacrylate-N-methacryloyl-(l)-lysine) Cryogels,Springer,success,3,11,1,5,local_article_corpus/Springer/10.1007_s10337-017-3419-7/10.1007_s10337-017-3419-7.json,include_records,Article yielded one or more extracted records.,
10.1007/s10439-020-02503-2,Enzyme-Mediated Conjugation of Peptides to Silk Fibroin for Facile Hydrogel Functionalization,Springer,partial,0,13,3,2,local_article_corpus/Springer/10.1007_s10439-020-02503-2/10.1007_s10439-020-02503-2.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1007/s10529-020-02829-w,Enzyme immobilization on porous chitosan hydrogel capsules formed by anionic surfactant gelation,Springer,success,4,13,3,6,local_article_corpus/Springer/10.1007_s10529-020-02829-w/10.1007_s10529-020-02829-w.json,include_records,Article yielded one or more extracted records.,
10.1007/s10570-020-02974-5,Cellulose/biopolymer/Fe3O4 hydrogel microbeads for dye and protein adsorption,Springer,success,16,10,4,5,local_article_corpus/Springer/10.1007_s10570-020-02974-5/10.1007_s10570-020-02974-5.json,include_records,Article yielded one or more extracted records.,
10.1007/s10570-021-03727-8,Upgrading the enzymatic hydrolysis of lignocellulosic biomass by immobilization of metagenome-derived novel halotolerant cellulase on the carboxymethyl cellulose-based hydrogel,Springer,success,4,14,2,4,local_article_corpus/Springer/10.1007_s10570-021-03727-8/10.1007_s10570-021-03727-8.json,include_records,Article yielded one or more extracted records.,
10.1007/s10856-011-4422-4,Superporous polyacrylate/chitosan IPN hydrogels for protein delivery,Springer,success,8,10,5,4,local_article_corpus/Springer/10.1007_s10856-011-4422-4/10.1007_s10856-011-4422-4.json,include_records,Article yielded one or more extracted records.,
10.1007/s10856-011-4452-y,Photoinduced graft polymerization of 2-methacryloyloxyethyl phosphorylcholine on silicone hydrogels for reducing protein adsorption,Springer,success,3,15,2,5,local_article_corpus/Springer/10.1007_s10856-011-4452-y/10.1007_s10856-011-4452-y.json,include_records,Article yielded one or more extracted records.,
10.1007/s10856-013-4984-4,Ultrathin sP(EO-stat-PO) hydrogel coatings are biocompatible and preserve functionality of surface bound growth factors in vivo,Springer,success,2,11,5,4,local_article_corpus/Springer/10.1007_s10856-013-4984-4/10.1007_s10856-013-4984-4.json,include_records,Article yielded one or more extracted records.,
10.1007/s10895-014-1450-8,The Effect of Fluorescent Labels on Protein Sorption in Polymer Hydrogels,Springer,success,8,12,2,4,local_article_corpus/Springer/10.1007_s10895-014-1450-8/10.1007_s10895-014-1450-8.json,include_records,Article yielded one or more extracted records.,
10.1007/s10924-022-02417-1,A novel hydrophobic matrix grafted with aniline for protein capture and thermodynamic study of BSA adsorption,Springer,success,7,13,1,6,local_article_corpus/Springer/10.1007_s10924-022-02417-1/10.1007_s10924-022-02417-1.json,include_records,Article yielded one or more extracted records.,
10.1007/s10924-025-03610-8,Affinity Monolithic Cryogel Column for an Innovative Approach in BanLec Purification,Springer,success,5,14,3,8,local_article_corpus/Springer/10.1007_s10924-025-03610-8/10.1007_s10924-025-03610-8.json,include_records,Article yielded one or more extracted records.,
10.1007/s10965-006-9076-4,Adsorption of Bovine Serum Albumine Onto Poly (N-t-Butylacrylamide-co-Acrylamide/Maleic Acid) Hydrogels,Springer,success,3,7,1,2,local_article_corpus/Springer/10.1007_s10965-006-9076-4/10.1007_s10965-006-9076-4.json,include_records,Article yielded one or more extracted records.,
10.1007/s10965-017-1256-x,Specific rebinding of protein imprinted polyethylene glycol grafted calcium alginate hydrogel with different crosslinking degree,Springer,success,10,9,4,6,local_article_corpus/Springer/10.1007_s10965-017-1256-x/10.1007_s10965-017-1256-x.json,include_records,Article yielded one or more extracted records.,
10.1007/s10965-018-1677-1,Development of surface-attached thin film of non-fouling hydrogel from poly(2-oxazoline),Springer,success,2,12,3,5,local_article_corpus/Springer/10.1007_s10965-018-1677-1/10.1007_s10965-018-1677-1.json,include_records,Article yielded one or more extracted records.,
10.1007/s10965-021-02859-6,Effect of oil-water interface and payload-DNA interactions on payload-encapsulated DNA nanogels,Springer,success,4,10,4,4,local_article_corpus/Springer/10.1007_s10965-021-02859-6/10.1007_s10965-021-02859-6.json,include_records,Article yielded one or more extracted records.,
10.1007/s11090-023-10319-w,"Cell Attachment and Laminin Immobilization on Hydrogels Coated by Plasma Deposited Nitrogen, Oxygen or Sulfur Based Organic Thin Films",Springer,success,15,7,3,4,local_article_corpus/Springer/10.1007_s11090-023-10319-w/10.1007_s11090-023-10319-w.json,include_records,Article yielded one or more extracted records.,
10.1007/s11095-005-9395-x,Enhanced Protein Delivery from Photopolymerized Hydrogels Using a Pseudospecific Metal Chelating Ligand,Springer,success,14,11,5,8,local_article_corpus/Springer/10.1007_s11095-005-9395-x/10.1007_s11095-005-9395-x.json,include_records,Article yielded one or more extracted records.,
10.1007/s11095-015-1834-8,Prolonged Release of Bioactive Model Proteins from Anionic Microgels Fabricated with a New Microemulsion Approach,Springer,success,11,12,6,5,local_article_corpus/Springer/10.1007_s11095-015-1834-8/10.1007_s11095-015-1834-8.json,include_records,Article yielded one or more extracted records.,
10.1007/s11274-023-03697-y,Enhanced invertase binding from baker's yeast via cryogels included boronic acids,Springer,success,6,12,3,10,local_article_corpus/Springer/10.1007_s11274-023-03697-y/10.1007_s11274-023-03697-y.json,include_records,Article yielded one or more extracted records.,
10.1007/s11666-021-01251-6,Fabrication of Porous Aluminum Coating by Cored Wire Arc Spray for Anchoring Antifouling Hydrogel Layer,Springer,partial,0,5,1,3,local_article_corpus/Springer/10.1007_s11666-021-01251-6/10.1007_s11666-021-01251-6.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1007/s11696-017-0129-4,An enhanced immobilization of BSA biomolecule on anionic hydrogels: swelling and adsorption modeling,Springer,success,12,7,1,4,local_article_corpus/Springer/10.1007_s11696-017-0129-4/10.1007_s11696-017-0129-4.json,include_records,Article yielded one or more extracted records.,
10.1007/s11696-023-02901-5,Lysozyme modified cryogels for efficient bacteria removal,Springer,success,1,13,1,3,local_article_corpus/Springer/10.1007_s11696-023-02901-5/10.1007_s11696-023-02901-5.json,include_records,Article yielded one or more extracted records.,
10.1007/s11998-024-00926-3,Graphene oxide and cuprous oxide/hydrogel modified epoxy coating for marine antifouling,Springer,partial,0,9,2,2,local_article_corpus/Springer/10.1007_s11998-024-00926-3/10.1007_s11998-024-00926-3.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1007/s12010-008-8373-2,A Novel Reversible pH-Triggered Release Immobilized Enzyme System,Springer,success,9,10,4,5,local_article_corpus/Springer/10.1007_s12010-008-8373-2/10.1007_s12010-008-8373-2.json,include_records,Article yielded one or more extracted records.,
10.1007/s12010-010-8997-x,Application of Supermacroporous Monolithic Hydrophobic Cryogel in Capturing of Albumin,Springer,success,5,11,1,4,local_article_corpus/Springer/10.1007_s12010-010-8997-x/10.1007_s12010-010-8997-x.json,include_records,Article yielded one or more extracted records.,
10.1007/s12010-013-0624-1,Poly(HEMA-co-NBMI) Monolithic Cryogel Columns for IgG Adsorption,Springer,success,5,13,1,5,local_article_corpus/Springer/10.1007_s12010-013-0624-1/10.1007_s12010-013-0624-1.json,include_records,Article yielded one or more extracted records.,
10.1007/s12010-014-0844-z,Molecularly Imprinted Supermacroporous Cryogels for Myoglobin Recognition,Springer,success,18,13,5,5,local_article_corpus/Springer/10.1007_s12010-014-0844-z/10.1007_s12010-014-0844-z.json,include_records,Article yielded one or more extracted records.,
10.1007/s12010-014-1273-8,A Novel Affinity Disks for Bovine Serum Albumin Purification,Springer,success,9,10,2,5,local_article_corpus/Springer/10.1007_s12010-014-1273-8/10.1007_s12010-014-1273-8.json,include_records,Article yielded one or more extracted records.,
10.1007/s12010-014-1454-5,Comparison of Two Different Reactive Dye Immobilized Poly(Hydroxyethyl Methacrylate) Cryogel Discs for Purification of Lysozyme,Springer,success,6,11,3,5,local_article_corpus/Springer/10.1007_s12010-014-1454-5/10.1007_s12010-014-1454-5.json,include_records,Article yielded one or more extracted records.,
10.1007/s12010-019-03083-1,Peroxidase Immobilized Cryogels for Phenolic Compounds Removal,Springer,success,1,12,2,3,local_article_corpus/Springer/10.1007_s12010-019-03083-1/10.1007_s12010-019-03083-1.json,include_records,Article yielded one or more extracted records.,
10.1007/s12010-020-03393-9,Reactive Green 5-Decorated Polyacrylamide/Chitosan Cryogel: An Affinity Matrix for Catalase,Springer,success,8,13,1,9,local_article_corpus/Springer/10.1007_s12010-020-03393-9/10.1007_s12010-020-03393-9.json,include_records,Article yielded one or more extracted records.,
10.1007/s12010-021-03559-z,α-Amylase Immobilized Composite Cryogels: Some Studies on Kinetic and Adsorption Factors,Springer,success,3,11,4,6,local_article_corpus/Springer/10.1007_s12010-021-03559-z/10.1007_s12010-021-03559-z.json,include_records,Article yielded one or more extracted records.,
10.1007/s12010-022-04303-x,Facile Capture of Recombinant Human Erythropoietin on Mesoporous Affinity Hydrogel Matrix Functionalized with Azoboronate,Springer,success,15,21,2,6,local_article_corpus/Springer/10.1007_s12010-022-04303-x/10.1007_s12010-022-04303-x.json,include_records,Article yielded one or more extracted records.,
10.1007/s12034-016-1235-6,Reversible papain immobilization onto poly(AAm-MMA)-based cryogels,Springer,success,5,13,2,5,local_article_corpus/Springer/10.1007_s12034-016-1235-6/10.1007_s12034-016-1235-6.json,include_records,Article yielded one or more extracted records.,
10.1007/s12034-018-1660-9,Metal-chelated cryogels for amyloglucosidase adsorption: application for continuous starch hydrolysis,Springer,success,6,11,2,5,local_article_corpus/Springer/10.1007_s12034-018-1660-9/10.1007_s12034-018-1660-9.json,include_records,Article yielded one or more extracted records.,
10.1007/s12195-024-00815-0,Recombinant and Synthetic Affibodies Function Comparably for Modulating Protein Release,Springer,success,5,12,6,4,local_article_corpus/Springer/10.1007_s12195-024-00815-0/10.1007_s12195-024-00815-0.json,include_records,Article yielded one or more extracted records.,
10.1007/s12257-016-0381-4,Bacterial cellulose-chitosan composite hydrogel beads for enzyme immobilization,Springer,success,2,5,1,2,local_article_corpus/Springer/10.1007_s12257-016-0381-4/10.1007_s12257-016-0381-4.json,include_records,Article yielded one or more extracted records.,
10.1007/s12272-012-0317-2,Evaluation of interstitial protein delivery in multicellular layers model,Springer,partial,0,3,4,2,local_article_corpus/Springer/10.1007_s12272-012-0317-2/10.1007_s12272-012-0317-2.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1007/s13197-020-04713-x,Effect of temperature and relative humidity on the stability of betalains encapsulated in cryogels from protein and polysaccharide,Springer,partial,0,8,1,1,local_article_corpus/Springer/10.1007_s13197-020-04713-x/10.1007_s13197-020-04713-x.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1007/s13233-011-0214-4,Self-assembled nanogel of pluronic-conjugated heparin as a versatile drug nanocarrier,Springer,success,1,3,2,2,local_article_corpus/Springer/10.1007_s13233-011-0214-4/10.1007_s13233-011-0214-4.json,include_records,Article yielded one or more extracted records.,
10.1007/s13233-011-0412-0,Preparation and characterization of poly(hydroxyethyl methacrylate-co -poly(ethyleneglycol-methacrylate)/hydroxypropyl-chitosan) hydrogel films: Adhesion of rat mesenchymal stem cells,Springer,success,2,6,1,3,local_article_corpus/Springer/10.1007_s13233-011-0412-0/10.1007_s13233-011-0412-0.json,include_records,Article yielded one or more extracted records.,
10.1007/s13233-013-1007-8,One-step immobilization and purification of his-tagged enzyme using poly(2-acetamidoacrylic acid) hydrogel,Springer,success,1,9,1,3,local_article_corpus/Springer/10.1007_s13233-013-1007-8/10.1007_s13233-013-1007-8.json,include_records,Article yielded one or more extracted records.,
10.1007/s13233-015-3009-1,Hydrogel lenses functionalized with polysaccharide for reduction of protein adsorption,Springer,success,1,4,0,2,local_article_corpus/Springer/10.1007_s13233-015-3009-1/10.1007_s13233-015-3009-1.json,include_records,Article yielded one or more extracted records.,
10.1007/s13726-012-0094-2,"Synthesis, characterization and protein separation efficiency of N-isopropylacrylamide-co-N-tertiary butylacrylamide-co-acrylamide-based hydrogels",Springer,success,3,7,1,3,local_article_corpus/Springer/10.1007_s13726-012-0094-2/10.1007_s13726-012-0094-2.json,include_records,Article yielded one or more extracted records.,
10.1007/s40820-017-0184-y,Upconversion Nanoparticles-Encoded Hydrogel Microbeads-Based Multiplexed Protein Detection,Springer,success,3,14,7,4,local_article_corpus/Springer/10.1007_s40820-017-0184-y/10.1007_s40820-017-0184-y.json,include_records,Article yielded one or more extracted records.,
10.1007/s42114-025-01267-4,Physical entanglement improves the anti-adsorption and super-lubricity properties of polyacrylamide-based hydrogels for biomedical applications,Springer,success,8,11,4,4,local_article_corpus/Springer/10.1007_s42114-025-01267-4/10.1007_s42114-025-01267-4.json,include_records,Article yielded one or more extracted records.,
10.1007/s42114-025-01584-8,An anti-adsorption electronic skin with ,Springer,success,5,13,4,4,local_article_corpus/Springer/10.1007_s42114-025-01584-8/10.1007_s42114-025-01584-8.json,include_records,Article yielded one or more extracted records.,
10.1007/s43153-021-00173-8,Adsorption isotherms and thermodynamic properties of a butyl functionalized hydrophobic macroporous cryogel,Springer,success,4,12,1,4,local_article_corpus/Springer/10.1007_s43153-021-00173-8/10.1007_s43153-021-00173-8.json,include_records,Article yielded one or more extracted records.,
10.1007/s43153-024-00463-x,Biosynthesis of propionic acid from whey permeate and corn steep liquor by Propionibacterium freudenreichii subsp ATCC 6207 and partial purification using ion exchange cryogels,Springer,partial,0,8,2,1,local_article_corpus/Springer/10.1007_s43153-024-00463-x/10.1007_s43153-024-00463-x.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1016/S0014-5793(03)01028-7,Protein refolding assisted by self-assembled nanogels as novel artificial molecular chaperone,Elsevier,success,5,20,4,7,local_article_corpus/Elsevier/10.1016_S0014-5793(03)01028-7/10.1016_S0014-5793(03)01028-7.json,include_records,Article yielded one or more extracted records.,
10.1016/S0032-3861(02)00070-8,The effects of spacer arms in cross-linked hyaluronan hydrogel on Fbg and HSA adsorption and conformation,Elsevier,success,8,13,2,5,local_article_corpus/Elsevier/10.1016_S0032-3861(02)00070-8/10.1016_S0032-3861(02)00070-8.json,include_records,Article yielded one or more extracted records.,
10.1016/S0032-9592(00)00289-2,Reversible immobilization of lipase on phenylalanine containing hydrogel membranes,Elsevier,success,8,14,2,5,local_article_corpus/Elsevier/10.1016_S0032-9592(00)00289-2/10.1016_S0032-9592(00)00289-2.json,include_records,Article yielded one or more extracted records.,
10.1016/S0043-1354(02)00306-8,Adhesion of the marine bacterium Pseudomonas sp. NCIMB 2021 to different hydrogel surfaces,Elsevier,partial,0,7,0,3,local_article_corpus/Elsevier/10.1016_S0043-1354(02)00306-8/10.1016_S0043-1354(02)00306-8.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1016/S0141-8130(01)00135-0,Preparation of gellan sulfate as an artificial ligand for removal of extra domain A containing fibronectin,Elsevier,success,24,14,6,5,local_article_corpus/Elsevier/10.1016_S0141-8130(01)00135-0/10.1016_S0141-8130(01)00135-0.json,include_records,Article yielded one or more extracted records.,
10.1016/S0142-9612(00)00192-7,Protein release from physically crosslinked hydrogels of the PLA/PEO/PLA triblock copolymer-type,Elsevier,success,8,10,2,4,local_article_corpus/Elsevier/10.1016_S0142-9612(00)00192-7/10.1016_S0142-9612(00)00192-7.json,include_records,Article yielded one or more extracted records.,
10.1016/S0142-9612(01)00306-4,"Hydrogels based on poly(ethylene oxide) and poly(tetramethylene oxide) or poly(dimethyl siloxane): synthesis, characterization, in vitro protein adsorption and platelet adhesion",Elsevier,success,7,11,4,5,local_article_corpus/Elsevier/10.1016_S0142-9612(01)00306-4/10.1016_S0142-9612(01)00306-4.json,include_records,Article yielded one or more extracted records.,
10.1016/S0142-9612(03)00441-1,Degradation of phospholipid polymer hydrogel by hydrogen peroxide aiming at insulin release device,Elsevier,partial,0,7,2,2,local_article_corpus/Elsevier/10.1016_S0142-9612(03)00441-1/10.1016_S0142-9612(03)00441-1.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1016/S0142-9612(99)00245-8,Synthesis and properties of amphiphilic networks. 1: the effect of hydration and polymer composition on the adhesion of immunoglobulin-G to poly(laurylmethacrylate-stat-glycerolmonomethacrylate-stat-ethylene-glycol-dimethacrylate) networks,Elsevier,success,6,10,3,4,local_article_corpus/Elsevier/10.1016_S0142-9612(99)00245-8/10.1016_S0142-9612(99)00245-8.json,include_records,Article yielded one or more extracted records.,
10.1016/S0301-4622(02)00364-2,Structure and dynamics of proteins encapsulated in silica hydrogels by Trp phosphorescence,Elsevier,partial,0,8,4,3,local_article_corpus/Elsevier/10.1016_S0301-4622(02)00364-2/10.1016_S0301-4622(02)00364-2.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1016/S0927-7757(01)01055-X,Procion Green H-4G immobilized on a new IPN hydrogel membrane composed of poly(2-hydroxyethylmethacrylate)/chitosan: preparation and its application to the adsorption of lysozyme,Elsevier,success,8,11,1,8,local_article_corpus/Elsevier/10.1016_S0927-7757(01)01055-X/10.1016_S0927-7757(01)01055-X.json,include_records,Article yielded one or more extracted records.,
10.1016/S0956-7135(99)00114-0,The effect of gel composition on the adsorption of invertase on poly(acrylamide/maleic acid) hydrogels,Elsevier,success,5,10,2,3,local_article_corpus/Elsevier/10.1016_S0956-7135(99)00114-0/10.1016_S0956-7135(99)00114-0.json,include_records,Article yielded one or more extracted records.,
10.1016/S0969-806X(00)00342-X,Nicotine-selective radiation-induced poly(acrylamide/maleic acid) hydrogels,Elsevier,partial,0,6,0,2,local_article_corpus/Elsevier/10.1016_S0969-806X(00)00342-X/10.1016_S0969-806X(00)00342-X.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1016/S1381-1177(02)00232-1,Activity studies of glucose oxidase immobilized onto poly(N-vinylimidazole) and metal ion-chelated poly(N-vinylimidazole) hydrogels,Elsevier,success,6,7,1,5,local_article_corpus/Elsevier/10.1016_S1381-1177(02)00232-1/10.1016_S1381-1177(02)00232-1.json,include_records,Article yielded one or more extracted records.,
10.1016/S1381-5148(99)00081-4,Immobilization of α-chymotrypsin onto newly produced poly(hydroxypropyl methacrylate–co-methacrylic acid) hydrogel beads,Elsevier,success,3,11,1,5,local_article_corpus/Elsevier/10.1016_S1381-5148(99)00081-4/10.1016_S1381-5148(99)00081-4.json,include_records,Article yielded one or more extracted records.,
10.1016/j.ab.2004.02.012,Use of protein-acrylamide copolymer hydrogels for measuring protein concentration and activity,Elsevier,success,6,15,7,5,local_article_corpus/Elsevier/10.1016_j.ab.2004.02.012/10.1016_j.ab.2004.02.012.json,include_records,Article yielded one or more extracted records.,
10.1016/j.ab.2005.01.042,Quantitative immunoassay of biotoxins on hydrogel-based protein microchips,Elsevier,success,22,19,26,8,local_article_corpus/Elsevier/10.1016_j.ab.2005.01.042/10.1016_j.ab.2005.01.042.json,include_records,Article yielded one or more extracted records.,
10.1016/j.ab.2005.09.009,Hydrogel glycan microarrays,Elsevier,success,11,17,13,6,local_article_corpus/Elsevier/10.1016_j.ab.2005.09.009/10.1016_j.ab.2005.09.009.json,include_records,Article yielded one or more extracted records.,
10.1016/j.ab.2006.03.050,Monitoring the production of inclusion bodies during fermentation and enzyme-linked immunosorbent assay analysis of intact inclusion bodies using cryogel minicolumn plates,Elsevier,success,5,12,7,5,local_article_corpus/Elsevier/10.1016_j.ab.2006.03.050/10.1016_j.ab.2006.03.050.json,include_records,Article yielded one or more extracted records.,
10.1016/j.ab.2017.02.003,Synthesis of hydroxyethyl-methacrylate-(L)-histidine methyl ester cryogels. Application on the separation of bovine immunoglobulin G,Elsevier,success,9,14,4,5,local_article_corpus/Elsevier/10.1016_j.ab.2017.02.003/10.1016_j.ab.2017.02.003.json,include_records,Article yielded one or more extracted records.,
10.1016/j.aca.2007.04.019,A comparative analysis of polyurethane hydrogel for immobilization of IgG on chips,Elsevier,success,13,26,7,5,local_article_corpus/Elsevier/10.1016_j.aca.2007.04.019/10.1016_j.aca.2007.04.019.json,include_records,Article yielded one or more extracted records.,
10.1016/j.aca.2008.04.060,Pepsin immobilized in dextran-modified fused-silica capillaries for on-line protein digestion and peptide mapping,Elsevier,success,2,12,13,5,local_article_corpus/Elsevier/10.1016_j.aca.2008.04.060/10.1016_j.aca.2008.04.060.json,include_records,Article yielded one or more extracted records.,
10.1016/j.aca.2008.07.010,Hemoglobin recognition of molecularly imprinted hydrogels prepared at different pHs,Elsevier,success,16,11,3,4,local_article_corpus/Elsevier/10.1016_j.aca.2008.07.010/10.1016_j.aca.2008.07.010.json,include_records,Article yielded one or more extracted records.,
10.1016/j.aca.2012.02.020,Bovine serum albumin recognition via thermosensitive molecular imprinted macroporous hydrogels prepared at two different temperatures,Elsevier,success,18,10,6,5,local_article_corpus/Elsevier/10.1016_j.aca.2012.02.020/10.1016_j.aca.2012.02.020.json,include_records,Article yielded one or more extracted records.,
