doi,article_title,article_status,records_count,model_ready_count,missing_completion_cells,possible_completion_cells,missing_completion_pct,priority_score,fully_missing_fields,source_json
10.1016/j.eurpolymj.2011.06.011,Synthesis and biocompatibility of a novel silicone hydrogel containing phosphorylcholine,success,4,4,58,148,39.19,27.92,hydrogel__crosslinker_concentration;hydrogel__preparation_pH;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;protein__molecular_weight_kDa;protein__pI;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.eurpolymj.2011.06.011\10.1016_j.eurpolymj.2011.06.011.json
10.1007/s12010-008-8373-2,A Novel Reversible pH-Triggered Release Immobilized Enzyme System,success,9,3,130,333,39.04,27.9,hydrogel__substrate_or_support;hydrogel__preparation_pH;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__surface_area;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;protein__pI;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Springer\10.1007_s12010-008-8373-2\10.1007_s12010-008-8373-2.json
10.1016/j.carbpol.2014.05.050,Preparation and characterization of guar gum hydrogels as carrier materials for controlled protein drug delivery,success,8,3,144,296,48.65,27.86,hydrogel__substrate_or_support;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;experiment__competition_system;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.carbpol.2014.05.050\10.1016_j.carbpol.2014.05.050.json
10.1016/j.ijbiomac.2021.01.069,"An alginate-poly(acrylamide) hydrogel with TGF-β3 loaded nanoparticles for cartilage repair: Biodegradability, biocompatibility and protein adsorption",success,4,4,56,148,37.84,27.78,hydrogel__substrate_or_support;hydrogel__preparation_pH;hydrogel_properties__charge_class;hydrogel_properties__swelling_ratio;hydrogel_properties__porosity_pct;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__roughness;hydrogel_properties__contact_angle_deg;protein__molecular_weight_kDa;protein__pI;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.ijbiomac.2021.01.069\10.1016_j.ijbiomac.2021.01.069.json
10.1016/j.snb.2017.06.003,Biosensing of hepatitis B antigen with poly(acrylic acid) hydrogel immobilized with antigens and antibodies,success,8,3,140,296,47.3,27.73,hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;protein__molecular_weight_kDa;protein__pI;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.snb.2017.06.003\10.1016_j.snb.2017.06.003.json
10.1016/j.chroma.2012.05.075,Microchannel liquid-flow focusing and cryo-polymerization preparation of supermacroporous cryogel beads for bioseparation,success,4,4,52,148,35.14,27.509999999999998,hydrogel__preparation_pH;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__surface_area;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;protein__molecular_weight_kDa;protein__pI;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.chroma.2012.05.075\10.1016_j.chroma.2012.05.075.json
10.1016/j.molliq.2018.12.037,Preparation of a new chromatographic media and assessment of some kinetic and interaction parameters for lysozyme,success,8,3,133,296,44.93,27.490000000000002,hydrogel__monomer_ratios;hydrogel__preparation_pH;hydrogel_properties__charge_class;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__mesh_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability;protein__pI;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.molliq.2018.12.037\10.1016_j.molliq.2018.12.037.json
10.1016/j.jbiotec.2014.04.003,Impact of grafting on the design of new membrane adsorbers for adenovirus purification,success,6,3,144,222,64.86,27.490000000000002,hydrogel__monomer_ratios;hydrogel__crosslinker_concentration;hydrogel__preparation_solvent;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability;protein__molecular_weight_kDa;protein__pI;experiment__temperature_C;experiment__contact_time,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.jbiotec.2014.04.003\10.1016_j.jbiotec.2014.04.003.json
10.1002/app.28345,Preparation of Zn2+-chelated poly(HEMA-MAH) cryogel for affinity purification of chicken egg lysozyme,success,7,3,139,259,53.67,27.37,hydrogel__preparation_solvent;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel_properties__charge_class;hydrogel_properties__porosity_pct;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability;protein__molecular_weight_kDa;protein__pI,D:\Projects\AtctiveOPV\PHA\data\article_data\Wiley\10.1002_app.28345\10.1002_app.28345.json
10.1016/j.colsurfb.2012.10.053,Temperature dependence of serum protein adsorption in PEGylated PNIPAm microgels,success,7,3,139,259,53.67,27.37,hydrogel__substrate_or_support;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;protein__molecular_weight_kDa;protein__pI;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.colsurfb.2012.10.053\10.1016_j.colsurfb.2012.10.053.json
10.1021/jp907508w,Enhanced Activity of Enzymes Immobilized in Thermoresponsive Core−Shell Microgels,success,4,4,49,148,33.11,27.31,hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;experiment__competition_system,D:\Projects\AtctiveOPV\PHA\data\article_data\ACS\10.1021_jp907508w\10.1021_jp907508w.json
10.1002/app.31055,Preparation of amphiphilic phenyl-polysucrose microspheres for protein adsorption,success,6,3,138,222,62.16,27.22,hydrogel__monomer_ratios;hydrogel__crosslinker_concentration;hydrogel__substrate_or_support;hydrogel__preparation_solvent;hydrogel__preparation_pH;hydrogel__post_treatment;hydrogel_properties__charge_class;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability;protein__molecular_weight_kDa;protein__pI;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Wiley\10.1002_app.31055\10.1002_app.31055.json
10.1016/j.reactfunctpolym.2015.09.004,HSA immobilized novel polymeric matrix as an alternative sorbent in hemoperfusion columns for bilirubin removal,success,9,3,107,333,32.13,27.21,hydrogel_properties__mesh_size;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.reactfunctpolym.2015.09.004\10.1016_j.reactfunctpolym.2015.09.004.json
10.1016/S0142-9612(00)00192-7,Protein release from physically crosslinked hydrogels of the PLA/PEO/PLA triblock copolymer-type,success,8,3,124,296,41.89,27.19,hydrogel__substrate_or_support;hydrogel__preparation_pH;hydrogel_properties__charge_class;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;protein__pI;outcome__isotherm_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_S0142-9612(00)00192-7\10.1016_S0142-9612(00)00192-7.json
10.1007/s43153-021-00173-8,Adsorption isotherms and thermodynamic properties of a butyl functionalized hydrophobic macroporous cryogel,success,4,4,47,148,31.76,27.18,hydrogel__substrate_or_support;hydrogel_properties__charge_class;hydrogel_properties__mesh_size;hydrogel_properties__particle_size;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;protein__molecular_weight_kDa;protein__pI;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Springer\10.1007_s43153-021-00173-8\10.1007_s43153-021-00173-8.json
10.1080/09205063.2016.1201916,Silicone hydrogels grafted with natural amino acids for ophthalmological application,success,12,2,223,444,50.23,27.02,hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability;protein__molecular_weight_kDa;protein__pI;experiment__pH;experiment__temperature_C;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\TnF\10.1080_09205063.2016.1201916\10.1080_09205063.2016.1201916.json
10.1016/j.jchromb.2015.09.034,Affinity based and molecularly imprinted cryogels: Applications in biomacromolecule purification,success,19,0,554,703,78.81,26.88,hydrogel__monomer_ratios;hydrogel__crosslinker_concentration;hydrogel__substrate_or_support;hydrogel__preparation_solvent;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability;protein__molecular_weight_kDa;protein__pI;experiment__temperature_C;experiment__contact_time;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.jchromb.2015.09.034\10.1016_j.jchromb.2015.09.034.json
10.1021/acsami.1c09100,Immobilizing Enzymes on Noble Metal Hydrogel Nanozymes with Synergistically Enhanced Peroxidase Activity for Ultrasensitive Immunoassays by Cascade Signal Amplification,success,7,3,126,259,48.65,26.86,hydrogel__crosslinker_concentration;hydrogel__substrate_or_support;hydrogel__preparation_pH;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;protein__molecular_weight_kDa;protein__pI;outcome__isotherm_model,D:\Projects\AtctiveOPV\PHA\data\article_data\ACS\10.1021_acsami.1c09100\10.1021_acsami.1c09100.json
10.1021/acsomega.4c11143,Preparation of Temperature-Sensitive Molecularly Imprinted Cryogel for Specific Recognition of Proteins,success,8,3,114,296,38.51,26.85,hydrogel__substrate_or_support;hydrogel_properties__swelling_ratio;hydrogel_properties__porosity_pct;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;protein__pI,D:\Projects\AtctiveOPV\PHA\data\article_data\ACS\10.1021_acsomega.4c11143\10.1021_acsomega.4c11143.json
10.1080/10826076.2020.1780606,Protein chromatography by molecular imprinted cryogels,success,19,0,546,703,77.67,26.77,hydrogel__monomer_ratios;hydrogel__crosslinker_concentration;hydrogel__substrate_or_support;hydrogel__preparation_solvent;hydrogel__preparation_pH;hydrogel__gelation_time;hydrogel__post_treatment;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability;protein__molecular_weight_kDa;protein__pI;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\TnF\10.1080_10826076.2020.1780606\10.1080_10826076.2020.1780606.json
10.1021/acsbiomaterials.6c00634,Domain Coordination Governs Pore Architecture in Transient Double-Network Antibody-Binding Polyprotein Hydrogels,success,10,2,248,370,67.03,26.7,hydrogel__monomer_ratios;hydrogel__crosslinker_concentration;hydrogel__substrate_or_support;hydrogel__preparation_solvent;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel_properties__charge_class;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__degradation_or_stability;protein__molecular_weight_kDa;protein__pI;experiment__pH;experiment__temperature_C;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\ACS\10.1021_acsbiomaterials.6c00634\10.1021_acsbiomaterials.6c00634.json
10.1002/app.43478,"Poly ionic liquid cryogel of polyethyleneimine: Synthesis, characterization, and testing in absorption studies",success,6,3,124,222,55.86,26.59,hydrogel__monomer_ratios;hydrogel__substrate_or_support;hydrogel__preparation_pH;hydrogel_properties__water_content_pct;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;protein__pI;experiment__competition_system;experiment__temperature_C;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Wiley\10.1002_app.43478\10.1002_app.43478.json
10.1016/j.eurpolymj.2021.110347,"Zwitterionic polyaspartamides based on L-lysine side-chain moieties: Synthesis, nonfouling properties and direct/indirect nanogel preparation",success,6,3,124,222,55.86,26.59,hydrogel__crosslinker_concentration;hydrogel__preparation_pH;hydrogel__gelation_time;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__young_modulus;protein__molecular_weight_kDa;protein__pI;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.eurpolymj.2021.110347\10.1016_j.eurpolymj.2021.110347.json
10.1016/j.mtchem.2026.103671,Synergistic integration of phase-transition lysozyme and quaternized chitosan in cryogels for superior removal of albumin-bound bilirubin,success,5,3,122,185,65.95,26.59,hydrogel__substrate_or_support;hydrogel__preparation_solvent;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel__post_treatment;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability;protein__molecular_weight_kDa;protein__pI;experiment__pH,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.mtchem.2026.103671\10.1016_j.mtchem.2026.103671.json
10.1016/j.talanta.2014.01.010,Preparation and adsorption of bovine serum albumin-imprinted polyacrylamide hydrogel membrane grafted on non-woven polypropylene,success,7,3,118,259,45.56,26.56,hydrogel_properties__charge_class;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.talanta.2014.01.010\10.1016_j.talanta.2014.01.010.json
10.1016/j.sna.2023.114371,Adsorption of trypsin onto pH sensitive poly-N-vinylpyrrolidone-co-poly-4-vinylpyridine and its magnetic based hydrogel: Sorption isotherms and thermodynamic parameters,success,11,2,221,407,54.3,26.43,hydrogel__monomer_ratios;hydrogel__substrate_or_support;hydrogel__preparation_solvent;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.sna.2023.114371\10.1016_j.sna.2023.114371.json
10.1016/j.carbpol.2022.119611,Chitosan sulfate-lysozyme hybrid hydrogels as platforms with fine-tuned degradability and sustained inherent antibiotic and antioxidant activities,success,12,2,190,444,42.79,26.28,hydrogel__substrate_or_support;hydrogel__preparation_pH;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;protein__molecular_weight_kDa;protein__pI;outcome__isotherm_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.carbpol.2022.119611\10.1016_j.carbpol.2022.119611.json
10.1016/j.procbio.2011.09.021,Immobilization of catalase via adsorption onto metal-chelated affinity cryogels,success,11,2,209,407,51.35,26.14,hydrogel__monomer_ratios;hydrogel__crosslinker_concentration;hydrogel__substrate_or_support;hydrogel__preparation_solvent;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel_properties__charge_class;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;outcome__isotherm_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.procbio.2011.09.021\10.1016_j.procbio.2011.09.021.json
10.1016/j.chroma.2018.03.022,O-carboxymethyl chitosan Schiff base complexes as affinity ligands for immobilized metal-ion affinity chromatography of lysozyme,success,7,3,107,259,41.31,26.13,hydrogel__substrate_or_support;hydrogel__preparation_pH;hydrogel_properties__charge_class;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__mesh_size;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;protein__molecular_weight_kDa;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.chroma.2018.03.022\10.1016_j.chroma.2018.03.022.json
10.1016/j.radphyschem.2008.07.003,γ-irradiated chitosan-polyvinyl pyrrolidone hydrogels as pH-sensitive protein delivery system,success,7,3,106,259,40.93,26.09,hydrogel__substrate_or_support;hydrogel__gelation_time;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;experiment__competition_system;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.radphyschem.2008.07.003\10.1016_j.radphyschem.2008.07.003.json
10.1016/j.bej.2008.10.009,Supermacroporous hydrophobic affinity cryogels for protein chromatography,success,7,3,105,259,40.54,26.05,hydrogel__preparation_pH;hydrogel_properties__charge_class;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__mesh_size;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;protein__pI;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.bej.2008.10.009\10.1016_j.bej.2008.10.009.json
10.1016/j.memsci.2015.08.058,Role of pH and Ionic strength on weak cation exchange macroporous Hydrogel membranes and IgG capture,success,10,2,222,370,60.0,26.0,hydrogel__monomer_ratios;hydrogel__crosslinker_concentration;hydrogel__substrate_or_support;hydrogel__preparation_solvent;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel__post_treatment;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;protein__molecular_weight_kDa;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.memsci.2015.08.058\10.1016_j.memsci.2015.08.058.json
10.1016/j.carbpol.2016.04.024,Magnetic hydrogel beads based on PVA/sodium alginate/laponite RD and studying their BSA adsorption,success,7,3,102,259,39.38,25.94,hydrogel__substrate_or_support;hydrogel__preparation_pH;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;experiment__competition_system;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.carbpol.2016.04.024\10.1016_j.carbpol.2016.04.024.json
10.1016/j.biomaterials.2005.09.007,Lysozyme interaction with poly(HEMA)-based hydrogel,success,7,3,100,259,38.61,25.86,hydrogel__crosslinker_concentration;hydrogel__preparation_pH;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.biomaterials.2005.09.007\10.1016_j.biomaterials.2005.09.007.json
10.1021/acs.iecr.7b01241,How Do Polyethylene Glycol and Poly(sulfobetaine) Hydrogel Layers on Ultrafiltration Membranes Minimize Fouling and Stay Stable in Cleaning Chemicals?,success,6,3,108,222,48.65,25.86,hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__young_modulus;experiment__pH;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\ACS\10.1021_acs.iecr.7b01241\10.1021_acs.iecr.7b01241.json
10.1021/acs.jpcb.3c07283,Investigating the Impact of Network Functionalization on Protein Adsorption to Polymer Nanogels,success,9,2,224,333,67.27,25.73,hydrogel__crosslinker_concentration;hydrogel__substrate_or_support;hydrogel__preparation_solvent;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel__post_treatment;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability;protein__molecular_weight_kDa;experiment__temperature_C;experiment__contact_time;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\ACS\10.1021_acs.jpcb.3c07283\10.1021_acs.jpcb.3c07283.json
10.1021/acsapm.5c00472,Melt Manufacturing Route for Biocatalytic Thermoset Hydrogels,success,6,3,103,222,46.4,25.64,hydrogel__substrate_or_support;hydrogel__preparation_pH;hydrogel__post_treatment;hydrogel_properties__charge_class;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;protein__pI;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\ACS\10.1021_acsapm.5c00472\10.1021_acsapm.5c00472.json
